"brand","name","sku","weight","length","width","height","supplier_sku","category"
"Columbia Tools","COLUMBIA 4.7-8.6' EXTEND POLE W/ PAINT ADAPTER","FTH58","1.8065","52","2","2","CTTFTH58","EXTENSION HANDLES,FIBERG"
"Columbia Tools","COLUMBIA GOOSENECK ","GN","1.9595","17","6","3.5","CTTGN","AUTOMATIC TAPING TOOLS"
"Columbia Tools","10"" DOOR GASKET FAT BOY-NEW STYLE COLUMBIA","HFBB1410","0.01","","","","CTTHFBB1410","AUTOMATIC TT PARTS"
"Columbia Tools","12"" DOOR GASKET FAT BOY-NEW STYLE COLUMBIA","HFBB1412","0.01","","","","CTTHFBB1412","AUTOMATIC TT PARTS"
"Columbia Tools","2PC 8"" DOOR GASKET FAT BOY-NEW STYLE COLUMBIA","HFBB148","0.01","","","","CTTHFBB148","AUTOMATIC TT PARTS"
"Columbia Tools","FAT BOY END PLATE UNIVERSAL COLUMBIA","HFBB3","0","","","","CTTHFBB3","AUTOMATIC TT PARTS"
"Columbia Tools","COLUMBIA 10"" DOOR GASKET ","HFFB1410","0","","","","CTTHFFB1410","AUTOMATIC TT PARTS"
"Columbia Tools","12"" DOOR GASKET STD HINGED FLAT BOX COLUMBIA","HFFB1412","0.01","","","","CTTHFFB1412","AUTOMATIC TT PARTS"
"Columbia Tools","14"" STD HINGED FLAT BOX DOOR GASKET COLUMBIA","HFFB1414","0.01","","","","CTTHFFB1414","AUTOMATIC TT PARTS"
"Columbia Tools","7"" STD HINGED FLAT BOX DOOR GASKET COLUMBIA","HFFB147","0.01","","","","CTTHFFB147","AUTOMATIC TT PARTS"
"Columbia Tools","8"" STD HINGED FLAT BOX DOOR GASKET COLUMBIA","HFFB148","0.01","","","","CTTHFFB148","AUTOMATIC TT PARTS"
"Columbia Tools","MUD SEAL STRIP - TRIM TO FIT COLUMBIA","HFFB1A","0.0105","14","0.2","0.2","CTTHFFB1A","AUTOMATIC TT PARTS"
"Columbia Tools","3"" MUD SEAL STRIP COLUMBIA","HFFB1A3","0","","","","CTTHFFB1A3","AUTOMATIC TT PARTS"
"Columbia Tools","HINGE BOX END PLATE UNIVERSAL COLUMBIA","HFFB3","0","","","","CTTHFFB3","AUTOMATIC TT PARTS"
"Columbia Tools","10"" AXLE COLUMBIA","HFFB510","0.01","","","","CTTHFFB510","AUTOMATIC TT PARTS"
"Columbia Tools","14"" AXLE COLUMBIA","HFFB514","0.01","","","","CTTHFFB514","AUTOMATIC TT PARTS"
"Columbia Tools","7"" AXLE COLUMBIA","HFFB57","0","","","","CTTHFFB57","AUTOMATIC TT PARTS"
"Columbia Tools","8"" AXLE COLUMBIA","HFFB58","0.01","","","","CTTHFFB58","AUTOMATIC TT PARTS"
"Columbia Tools","BOTTOM CAP COLUMBIA ","HH10B","0","","","","CTTHH10B","AUTOMATIC TT PARTS"
"Columbia Tools","BRAKE SPRING COLUMBIA","HH12","0.01","","","","CTTHH12","AUTOMATIC TT PARTS"
"Columbia Tools","BRAKE PIN COLUMBIA","HH13","0.01","","","","CTTHH13","AUTOMATIC TT PARTS"
"Columbia Tools","BRAKE PISTON COLUMBIA","HH14","0.01","","","","CTTHH14","AUTOMATIC TT PARTS"
"Columbia Tools","PISTON HOUSING COLUMBIA","HH16","0.01","","","","CTTHH16","AUTOMATIC TT PARTS"
"Columbia Tools","BRASS BLEEDER SCREW COLUMBIA","HH16A","0.01","","","","CTTHH16A","AUTOMATIC TT PARTS"
"Columbia Tools","LINE PINCHER COLUMBIA","HH17C","0.01","","","","CTTHH17C","AUTOMATIC TT PARTS"
"Columbia Tools","UPPER MOUNTING BRACKET COLUMBIA","HH2","0.01","","","","CTTHH2","AUTOMATIC TT PARTS"
"Columbia Tools","RESERVOIR PISTON SPRING COLUMBIA","HH21","0.01","","","","CTTHH21","AUTOMATIC TT PARTS"
"Columbia Tools","RESERVOIR PISTON COLUMBIA","HH22","0","","","","CTTHH22","AUTOMATIC TT PARTS"
"Columbia Tools","PISTON O-RING COLUMBIA","HH23","0.01","","","","CTTHH23","AUTOMATIC TT PARTS"
"Columbia Tools","PISTON DRIVER COLUMBIA ","HH24","0","","","","CTTHH24","AUTOMATIC TT PARTS"
"Columbia Tools","PISTON DRIVER ADAPTER COLUMBIA","HH27","0.01","","","","CTTHH27","AUTOMATIC TT PARTS"
"Columbia Tools","EXTENSION RELEASE CLIP COLUMBIA","HH30","0.01","","","","CTTHH30","AUTOMATIC TT PARTS"
"Columbia Tools","COLUMBIA RELEASE CLIP PIN","HH31","0","","","","CTTHH31","AUTOMATIC TT PARTS"
"Columbia Tools","PIN BUSHING COLUMBIA ","HH32","0","","","","CTTHH32","AUTOMATIC TT PARTS"
"Columbia Tools","RELEASE TRIGGER SPRING COLUMBIA","HH33","0","","","","CTTHH33","AUTOMATIC TT PARTS"
"Columbia Tools","GRIP (NO ENDS) COLUMBIA","HH35","0","","","","CTTHH35","AUTOMATIC TT PARTS"
"Columbia Tools","EXTENSION HOUSING FOR COL88 COLUMBIA","HH5","0.01","","","","CTTHH5","AUTOMATIC TT PARTS"
"Columbia Tools","BRAKE COLUMBIA","HH7","0.01","","","","CTTHH7","AUTOMATIC TT PARTS"
"Columbia Tools","COILED HYDRAULIC HOSE COLUMBIA","HH9","0","","","","CTTHH9","AUTOMATIC TT PARTS"
"Columbia Tools","COLUMBIA MUD PUMP ","HMP","8.678","21","8.25","7","CTTHMP","AUTOMATIC TAPING TOOLS"
"Columbia Tools","COLUMBIA MUD PUMP PROMO","HMPP","6","","","","CTTHMPP","AUTOMATIC TAPING TOOLS"
"Columbia Tools","DOOR SPRING LONG- LEFT COLUMBIA","HNS10","0.01","","","","CTTHNS10","AUTOMATIC TT PARTS"
"Columbia Tools","DOOR SPRING SHORT- RIGHT COLUMBIA","HNS10A","0.01","","","","CTTHNS10A","AUTOMATIC TT PARTS"
"Columbia Tools","HANDLE CLAMP COLUMBIA","HNS12","0.01","","","","CTTHNS12","AUTOMATIC TT PARTS"
"Columbia Tools","HANDLE ROLL PIN COLUMBIA","HNS12A","0.01","","","","CTTHNS12A","AUTOMATIC TT PARTS"
"Columbia Tools","ROLL PIN BUSHING COLUMBIA","HNS13","0.01","","","","CTTHNS13","AUTOMATIC TT PARTS"
"Columbia Tools","HANDLE SPRING COLUMBIA","HNS14","0.01","","","","CTTHNS14","AUTOMATIC TT PARTS"
"Columbia Tools","COLUMBIA SUB ASSEMBLED HANDLE LINK","HNS14A","0","","","","CTTHNS14A","AUTOMATIC TT PARTS"
"Columbia Tools","HANDLE RIVET COLUMBIA","HNS14B","0.01","","","","CTTHNS14B","AUTOMATIC TT PARTS"
"Columbia Tools","HANDLE LINK CONNECTOR COLUMBIA","HNS14C","0.01","","","","CTTHNS14C","AUTOMATIC TT PARTS"
"Columbia Tools","2"" DOOR GASKET COLUMBIA","HNS152","0.01","","","","CTTHNS152","AUTOMATIC TT PARTS"
"Columbia Tools","COLUMBIA DOOR GASKET 3""","HNS153","0.1","5","4","1","CTTHNS153","AUTOMATIC TT PARTS"
"Columbia Tools","HANDLE TIGHTNESS SCREW COLUMBIA","HNS17A","0.01","","","","CTTHNS17A","AUTOMATIC TT PARTS"
"Columbia Tools","PIVOT COLUMBIA","HNS18","0.01","","","","CTTHNS18","AUTOMATIC TT PARTS"
"Columbia Tools","2"" TRIANGLE SHOE COLUMBIA","HNS192","0","","","","CTTHNS192","AUTOMATIC TT PARTS"
"Columbia Tools","NAIL SPOTTER TRIANGLE SHOE 3"" COLUMBIA","HNS193","5","","","","CTTHNS193","AUTOMATIC TT PARTS"
"Columbia Tools","MUD SEAL STRIP 2"" COLUMBIA","HNS1A2","0.01","","","","CTTHNS1A2","AUTOMATIC TT PARTS"
"Columbia Tools","WEDGE FOR SKID NAIL SPOTTER COLUMBIA","HNS20","0.01","","","","CTTHNS20","AUTOMATIC TT PARTS"
"Columbia Tools","ROLLFACE POST COLUMBIA","HNS2A","0.01","","","","CTTHNS2A","AUTOMATIC TT PARTS"
"Columbia Tools","2"" DOOR COLUMBIA ","HNS42","0","","","","CTTHNS42","AUTOMATIC TT PARTS"
