match_status,match_basis,confidence,supplier_brand,supplier_sku,supplier_name,supplier_cost,catalog_type,catalog_sku,catalog_name,catalog_brand,matched_identifier,candidate_count,name_score,review_notes
unmatched,,none,TapeTech,800021F,TapeTech Pin,4.81,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,800027,TapeTech Short Connector,17.86,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,801009,Coupling Pin (Repair Only Box Handles),4.82,,,,,,35,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,804234,"34"" Connector Assembly",38.16,,,,,,6,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,804242,"42"" Connector Assembly",43.54,,,,,,4,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,804254,54 in TapeTech Connector Assembly,53.48,,,,,,3,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,804272,"72"" Connector Assembly",65.30,,,,,,3,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,808015F,"Hing Assy., Universal With Serial Number",25.68,,,,,,1,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,809011,3/4 in x 5/16-18 TapeTech Dog Point Thumbscrew,7.74,,,,,,15,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,809025,Slotted Spring Pin 1/8,0.58,,,,,,2,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,811018,"Connector Plate, Notched",26.09,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,819038,Grip Adjuster Spring,1.55,,,,,,1,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,857355,Gooseneck Cleaning Brush,32.34,,,,,,4,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,859016,"TapeTech Round Vinyl Black Cap, .315- ID, 2"" DP",1.06,,,,,,6,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,880006F,TapeTech 88TTE Xtender Handle Master Link,5.22,,,,,,26,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,880028,Compression Spring,2.12,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,880038,CONNECTING ROD,16.31,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,880042,TapeTech Rubber Grip Handle,6.31,,,,,,26,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,880053,Lock Block,8.48,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,882012,Acutator Clip Pin,9.71,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,882013,Locking Pin,6.19,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,882014,TapeTech Locking Clip,10.76,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,883020,TapeTech Extrusion Insert for XH-TT,21.60,,,,,,1,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,889017,Conical Spring,2.77,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,889027,TapeTech Flat Box Extender Handle Special Lockwasher,15.14,,,,,,43,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,889030,4-40 X 3/16 Fillisterhead Screw,0.44,,,,,,10,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,889035,6-32 x 1/4 Pan Head Screw,0.44,,,,,,11,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,889055,Nylon Spacer,0.66,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,88TTE,41 in - 63 in TapeTech XTender Finishing Box Handle,259.39,,,,,,45,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,920003,Ball Coupling,11.52,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,AB0003,Ames Cobra Banjo Replacement Cutting Blade AB0003,4.37,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,BAN001TT,TapeTech Mud Dog Banjo,57.25,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,CNATT,Cleaning Nozzle Adapter,10.83,,,,,,6,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,CNTT,Cleaning Nozzle,10.22,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,EABS127TTSM,TapeTech Premium ABS Float – Smooth,7.68,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,EABS127TTTX,TapeTech Premium ABS Float – Textured,7.68,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,EALFED48,TapeTech 4′ Aluminum Featheredge,20.95,,,,,,2,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,EALFED60,TapeTech 5′ Aluminum Featheredge,25.12,,,,,,9,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,EALFED72,TapeTech 6′ Aluminum Featheredge,31.41,,,,,,1,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,EEX15090,TapeTech 1.5′′ Stiff Outside Corner Edger for 90°,6.17,,,,,,33,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,EEXSET3135,TapeTech 3 Piece 135° Outside Corner Edgers Set,16.97,,,,,,37,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,EEXSET590,TapeTech 5 Piece 90° Outside Corner Edger Set,25.65,,,,,,40,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,EFLOAT0512G,TapeTech 12′′ x 5′′ x 3/4′′ Green Foam Float,2.51,,,,,,18,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,EFLOAT0512N,TapeTech 12′′ x 5′′ x 1/4′′ EVA Neo Float,4.60,,,,,,14,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,EFLOAT0512W,TapeTech 12′′ x 5′′ x 3/4′′ White Foam Float,2.51,,,,,,18,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,EHWJS100,TapeTech Portable Hot Wire Foam Cutter,471.60,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,EIFSAND0614,TapeTech 6′′ x 14′′ EIFS Vacuum Hand Rasp,171.24,,,,,,1,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,EIN15090,TapeTech 1.5′′ Stiff Inside Corner Edger for 90°,6.17,,,,,,33,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,EINSET590,TapeTech 5 Piece 90° Inside Corner Edger Set,25.65,,,,,,40,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,ERASP0214,TapeTech 2′′ x 14′′ Tungsten Carbide Rasp,45.12,,,,,,6,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,ERASP0414,TapeTech 4′′ x 14′′ Tungsten Carbide EIFS Rasp,57.85,,,,,,2,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,ERASP0614,TapeTech 6′′ x 14′′ Tungsten Carbide EIFS Rasp,70.58,,,,,,1,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,ERASP0814,TapeTech 8′′ x 14′′ Tungsten Carbide EIFS Rasp,90.94,,,,,,2,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,ERASPSERRATED0414,TapeTech 4′′ x 14′′ Tungsten Carbide EIFS Claw Rasp,64.79,,,,,,2,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,ERASPSERRATED0614,"TapeTech 6"" x 14"" Tungsten Carbide Claw Rasp",77.52,,,,,,1,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,HWK001PS,TapeTech 13′′ x 13′′ Aluminum Hawk,21.98,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,JCT01TT,TapeTech Jam Clearing Tool,3.52,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,JS01,TapeTech 6.5′′ Carbon Steel Jab Saw,5.70,,,,,,10,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,MP0012,12 in AMES Feather-Lite Stainless Steel Pan,13.39,,,,,,3,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,MP12TT,"TapeTech 12"" Premium Mud Pan",9.44,,,,,,3,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,MP14TT,"TapeTech 14"" Premium Mud Pan",10.34,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,MT01,TapeTech 9-1 Stainless Steel Multi-Tool,5.23,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,MWS01TT,TapeTech Mobile Wash Station,473.42,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,PFKHATT,Tapetech Premium Finishing Handle Adapter,9.74,,,,,,46,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,PWT46TT,Premium Work Trousers - Waist Size 30,27.44,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,PWT48TT,Premium Work Trousers - Waist Size 32,27.44,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,PWT50TT,Premium Work Trousers - Waist Size 34,27.44,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,PWT52TT,Premium Work Trousers - Waist Size 36,27.44,,,,,,1,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,PWT54TT,Premium Work Trousers - Waist Size 38,27.44,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,PWT56TT,Premium Work Trousers - Waist Size 40,27.44,,,,,,1,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,PWWHV1,TapeTech Hi-Viz Premium Work Shirt - Medium,6.86,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,PWWHV2,TapeTech Hi-Viz Premium Work Shirt - Large,6.86,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,PWWHV3,TapeTech Hi-Viz Premium Work Shirt - XLarge,6.86,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,PWWHV4,TapeTech Hi-Viz Premium Work Shirt - XXLarge,6.86,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,PWWHV5,TapeTech Hi-Viz Premium Work Shirt - XXXLarge,7.45,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,PWWHVLS1,TapeTech Hi-Viz Long Sleeve Premium Work Shirt - Medium,8.34,,,,,,2,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,PWWHVLS2,TapeTech Hi-Viz Long Sleeve Premium Work Shirt -Large,8.34,,,,,,2,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,PWWHVLS3,TapeTech Hi-Viz Long Sleeve Premium Work Shirt - XLarge,8.34,,,,,,2,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,PWWHVLS4,TapeTech Hi-Viz Long Sleeve Premium Work Shirt - XXLarge,8.34,,,,,,2,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,PWWHVLS5,TapeTech Hi-Viz Long Sleeve Premium Work Shirt - XXXLarge,8.94,,,,,,2,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,PWWHVTBLS1,TapeTech Hi-Viz Long Sleeve Safety Shirt - Medium,11.81,,,,,,2,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,PWWHVTBLS2,TapeTech Hi-Viz Long Sleeve Safety Shirt -Large,11.81,,,,,,2,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,PWWHVTBLS3,TapeTech Hi-Viz Long Sleeve Safety Shirt - XLarge,11.81,,,,,,2,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,PWWHVTBLS4,TapeTech Hi-Viz Long Sleeve Safety Shirt - XXLarge,11.81,,,,,,2,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,PWWHVTBLS5,TapeTech Hi-Viz Long Sleeve Safety Shirt - XXXLarge,12.38,,,,,,2,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,PWWHVTBY1,TapeTech Hi-Viz Safety Shirt - Medium,9.49,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,PWWHVTBY2,TapeTech Hi-Viz Safety Shirt - Large,9.49,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,PWWHVTBY3,TapeTech Hi-Viz Safety Shirt - XLarge,9.49,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,PWWHVTBY4,TapeTech Hi-Viz Safety Shirt - XXLarge,9.49,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,PWWHVTBY5,TapeTech Hi-Viz Safety Shirt - XXXLarge,10.04,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,PWWS11,TapeTech Premium Work Shirt - Medium,6.49,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,PWWS12,TapeTech Premium Work Shirt - Large,6.49,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,PWWS13,TapeTech Premium Work Shirt - XLarge,6.49,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,PWWS14,TapeTech Premium Work Shirt - XXLarge,6.49,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,PWWS15,TapeTech Premium Work Shirt - XXXLarge,6.95,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,PWWS1LS1,TapeTech Long Sleeve Premium Work Shirt - Medium,7.88,,,,,,2,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,PWWS1LS2,TapeTech Long Sleeve Premium Work Shirt - Large,7.88,,,,,,2,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,PWWS1LS3,TapeTech Long Sleeve Premium Work Shirt - XLarge,7.88,,,,,,2,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,PWWS1LS4,TapeTech Long Sleeve Premium Work Shirt - XXLarge,7.88,,,,,,2,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,PWWSSJ1,TapeTech Premium Jacket - Medium,34.87,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,PWWSSJ2,TapeTech Premium Jacket - Large,34.87,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,PWWSSJ3,TapeTech Premium Jacket - XLarge,34.87,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,PWWSSJ4,TapeTech Premium Jacket - XXLarge,34.87,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,PWWSSJ5,TapeTech Premium Jacket - XXXLarge,37.36,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,QB60035,"6.5"" QuickBox QSX Blades - Flat Finish (Black) - 5 Pack",20.35,,,,,,16,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,QB60235,"6.5"" QuickBox QSX Blades - Crowned Finishing (White) - 5 Pack",20.35,,,,,,28,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,QB80035,"TapeTech 8"" QSX Flat Finishing Blades-5 per pack",23.76,,,,,,34,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,QB80235,"TapeTech 6.5"" QSX Crown Finishing Blades-5 per pack",23.29,,,,,,28,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,QB80435,"TapeTech 8"" QSX Notched Adhesive Blades 5 per pack",22.60,,,,,,11,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,QCATT,Quick-Connect Adapter,9.29,,,,,,6,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,RTTCTT,Taper Cable Repair Tool,7.36,,,,,,4,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,SCP001WD,"TapeTech 7""X13"" Galvaniz Steel Bucket Scoop",11.20,,,,,,4,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,T032,TapeTech Gooser Release Cam,3.45,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,TC01TT,Tool Caddy,37.37,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,VABS050,"TapeTech 2"" Italian ABS Float",9.77,,,,,,6,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,VABS130,"TapeTech 5"" Italian ABS Float",9.77,,,,,,9,,No credible brand-compatible identifier or name candidate
