Identity Key,Canonical Brand,Canonical Identifier,Retailer Pair,Missing Retailer,Lower-Priced Retailer,Lower Price,Higher-Priced Retailer,Higher Price,Absolute Spread,Spread % vs Lowest,Absolute Spread Bucket,Relative Spread Bucket,Uses Approved Identifier Alias,All-Wall Price,All-Wall Evidence Quality,All-Wall Product Name,All-Wall Strict Identifiers,Al's Taping Tools Price,Al's Taping Tools Evidence Quality,Al's Taping Tools Product Name,Al's Taping Tools Strict Identifiers,Wall Tools Price,Wall Tools Evidence Quality,Wall Tools Product Name,Wall Tools Strict Identifiers
surpro::ss1007,SurPro,ss1007,Al's Taping Tools vs Wall Tools,All-Wall,Wall Tools,15.00,Al's Taping Tools,22.00,7.00,46.67,5.01-25.00,>25%,no,,,,,22.00,single_observation,Sur-Stilt Plastic Sleeve Kit - SS1007,ss1007,15.00,single_observation,SurPro Stilt Plastic Sleeve Kit,ss1007
tapetech::700045,TapeTech,700045,Al's Taping Tools vs Wall Tools,All-Wall,Al's Taping Tools,12.34,Wall Tools,18.09,5.75,46.60,5.01-25.00,>25%,no,,,,,12.34,single_observation,Retainer - 700045,700045,18.09,single_observation,TapeTech RETAINER (TAPE-700045),700045
columbia::mp9a,Columbia Tools,mp9a,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,1.76,All-Wall,2.58,0.82,46.59,0.26-1.00,>25%,no,2.58,single_observation,MP9A Columbia Mud Pump Connecting Chain #6170,mp9a,,,,,1.76,single_observation,Columbia Connecting Chain (COLM-MP9A),mp9a
columbia::ffb32a,Columbia Tools,ffb32a,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,1.16,All-Wall,1.70,0.54,46.55,0.26-1.00,>25%,no,1.70,single_observation,FFB32A Columbia Flat Box Thumb Release Clip Screw,ffb32a,,,,,1.16,single_observation,Columbia Thumb Clip Door Release/Stop Bolt (COLM-FFB32A),ffb32a
tapetech::ch83tt,TapeTech,ch83tt,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,99.00,Al's Taping Tools,144.85,45.85,46.31,>25.00,>25%,no,99.00,single_observation,TapeTech 83 mm Cove Applicator Head CH83TT,ch83tt,144.85,single_observation,TapeTech 83 mm Cove Applicator Head CH83TT,ch83tt,,,,
columbia::fa231,Columbia Tools,fa231,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,1.06,All-Wall,1.55,0.49,46.23,0.26-1.00,>25%,no,1.55,single_observation,"Columbia #6 X 3/8"" Hex Bolt COLFA231",fa231,,,,,1.06,single_observation,Columbia 6-32 x 3/8 in. Hex Bolt (COLM-FA231),fa231
columbia::ct65,Columbia Tools,ct65,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,3.56,All-Wall,5.20,1.64,46.07,1.01-5.00,>25%,no,5.20,single_observation,CT65 Columbia Taper Needle Return Spring #5839,ct65,,,,,3.56,single_observation,Columbia Needle Return Spring (COLM-CT65),ct65
columbia::cfb1a,Columbia Tools,cfb1a,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,3.87,All-Wall,5.65,1.78,45.99,1.01-5.00,>25%,no,5.65,single_observation,CFB1A Columbia Angle Box Hinge Seal #5556,cfb1a,,,,,3.87,single_observation,Columbia Hinge Seal for Corner Box (COLM-CFB1A),cfb1a
columbia::ct2,Columbia Tools,ct2,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,3.87,All-Wall,5.65,1.78,45.99,1.01-5.00,>25%,no,5.65,single_observation,CT2 Columbia Taper Insert Bushing #5571,ct2,,,,,3.87,single_observation,Columbia Nylatron Insert Bushing (COLM-CT2),ct2
columbia::ct91,Columbia Tools,ct91,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,3.87,All-Wall,5.65,1.78,45.99,1.01-5.00,>25%,no,5.65,single_observation,CT91 Columbia Taper Release Clip Bushing #5865,ct91,,,,,3.87,single_observation,Columbia Clutch Release Cam Bushing (COLM-CT91),ct91
columbia::ct10a,Columbia Tools,ct10a,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,4.85,All-Wall,7.08,2.23,45.98,1.01-5.00,>25%,no,7.08,single_observation,CT10A Columbia Taper Crimping Arm Bushing Left #5584,ct10a,,,,,4.85,single_observation,Columbia Crimping Arm Bushing - Left (COLM-CT10A),ct10a
columbia::cc5,Columbia Tools,cc5,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,4.59,All-Wall,6.70,2.11,45.97,1.01-5.00,>25%,no,6.70,single_observation,Columbia Roller for Corner Cobra,cc5,4.59,single_observation,Columbia Roller for Corner Cobra - CC5,cc5,,,,
columbia::ct129b,Columbia Tools,ct129b,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,5.16,All-Wall,7.53,2.37,45.93,1.01-5.00,>25%,no,7.53,single_observation,CT129B Columbia Taper Sleeve (Plastic Roller) #5992,ct129b,,,,,5.16,single_observation,Columbia Shaft Guide Roller  (COLM-CT129B),ct129b
columbia::ct64,Columbia Tools,ct64,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,5.16,All-Wall,7.53,2.37,45.93,1.01-5.00,>25%,no,7.53,single_observation,CT64 Columbia Taper Needle Return Shaft #5838,ct64,,,,,5.16,single_observation,Columbia Needle Return Shaft (COLM-CT64),ct64
columbia::ct98,Columbia Tools,ct98,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,5.16,All-Wall,7.53,2.37,45.93,1.01-5.00,>25%,no,7.53,single_observation,CT98 Columbia Taper Mud Supply Seal Plate #5960,ct98,,,,,5.16,single_observation,Columbia Mud Supply Seal Plate & Shaft (COLM-CT98),ct98
columbia::ct76,Columbia Tools,ct76,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,0.98,All-Wall,1.43,0.45,45.92,0.26-1.00,>25%,no,1.43,single_observation,CT76 Columbia Taper Nylatron Washer #5847,ct76,,,,,0.98,single_observation,Columbia Nylatron Washer (COLM-CT76),ct76
columbia::mp28,Columbia Tools,mp28,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,8.42,All-Wall,12.28,3.86,45.84,1.01-5.00,>25%,no,12.28,single_observation,MP28 Columbia Mud Pump Filler Nut #5875,mp28,,,,,8.42,single_observation,Columbia Filler Nut (COLM-MP28),mp28
columbia::cr3,Columbia Tools,cr3,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,6.48,All-Wall,9.45,2.97,45.83,1.01-5.00,>25%,no,9.45,single_observation,CR3 Columbia Corner Roller Bearing Sleeve #5563,cr3,,,,,6.48,single_observation,Columbia Bearing Sleeve (COLM-CR3),cr3
columbia::ct71,Columbia Tools,ct71,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,15.52,All-Wall,22.63,7.11,45.81,5.01-25.00,>25%,no,22.63,single_observation,CT71 Columbia Taper Drive Sprocket Small #5844,ct71,,,,,15.52,single_observation,Columbia Drive Sprocket - Small (COLM-CT71),ct71
columbia::ct14,Columbia Tools,ct14,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,6.16,All-Wall,8.98,2.82,45.78,1.01-5.00,>25%,no,8.98,single_observation,CT14 Columbia Taper Adjustable Brake Holder #5588,ct14,,,,,6.16,single_observation,Columbia Adjustable Brake Holder (COLM-CT14),ct14
columbia::ffb2a,Columbia Tools,ffb2a,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,3.19,All-Wall,4.65,1.46,45.77,1.01-5.00,>25%,no,4.65,single_observation,FFB2A Columbia Flat Box Bushing #6106,ffb2a,,,,,3.19,single_observation,Columbia Flat Box Adjuster Pin Sleeve (COLM-FFB2A),ffb2a
columbia::ct4,Columbia Tools,ct4,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,1.29,All-Wall,1.88,0.59,45.74,0.26-1.00,>25%,no,1.88,single_observation,CT4 Columbia Taper Left Wafer Bushing #5574,ct4,,,,,1.29,single_observation,Columbia Left Wafer Bushing (COLM-CT4),ct4
columbia::ct5,Columbia Tools,ct5,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,1.29,All-Wall,1.88,0.59,45.74,0.26-1.00,>25%,no,1.88,single_observation,CT5 Columbia Taper Right Wafer Bushing #5575,ct5,,,,,1.29,single_observation,Columbia Right Wafer Bushing (COLM-CT5),ct5
columbia::ct34,Columbia Tools,ct34,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,5.82,All-Wall,8.48,2.66,45.70,1.01-5.00,>25%,no,8.48,single_observation,CT34 Columbia Taper Cover Plate Attachment Block #5607,ct34,,,,,5.82,single_observation,Columbia Cover Plate Attachment Block (COLM-CT34),ct34
columbia::ct94,Columbia Tools,ct94,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,4.53,All-Wall,6.60,2.07,45.70,1.01-5.00,>25%,no,6.60,single_observation,CT94 Columbia Taper Mud Shut Off Upper Plate #5869,ct94,,,,,4.53,single_observation,Columbia Mud Gate Upper Plate (COLM-CT94),ct94
columbia::ah1a,Columbia Tools,ah1a,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,8.36,All-Wall,12.18,3.82,45.69,1.01-5.00,>25%,no,12.18,single_observation,Columbia Spring Housing Angle Head,ah1a,,,,,8.36,single_observation,Columbia Return Spring Holder (COLM-AH1A),ah1a
columbia::hns12a,Columbia Tools,hns12a,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,5.50,All-Wall,8.01,2.51,45.64,1.01-5.00,>25%,no,8.01,single_observation,HNS12A Columbia Nail Spotter Handle Roll Pin #12534,hns12a,,,,,5.50,single_observation,Columbia Handle Roll Pin for Hinged Nail Spotter (COLM-HNS12A),hns12a
columbia::ffb25-12,Columbia Tools,ffb25-12,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,5.15,All-Wall,7.50,2.35,45.63,1.01-5.00,>25%,no,7.50,single_observation,FFB25-12 Columbia Flat Box Rubber Gasket Retainer 12in #11202,ffb25-12,,,,,5.15,single_observation,Columbia 12 in. Flat Box Rubber Gasket Retainer (COLM-FFB25-12),ffb25-12
columbia::ffb25-7,Columbia Tools,ffb25-7,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,5.15,All-Wall,7.50,2.35,45.63,1.01-5.00,>25%,no,7.50,single_observation,FFB25-7 Columbia Flat Box Rubber Gasket Retainer 7in #10905,ffb25-7,,,,,5.15,single_observation,Columbia 7 in. Flat Box Rubber Gasket Retainer (COLM-FFB25-7),ffb25-7
columbia::ffb25-8,Columbia Tools,ffb25-8,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,5.15,All-Wall,7.50,2.35,45.63,1.01-5.00,>25%,no,7.50,single_observation,FFB25-8 Columbia Flat Box Rubber Gasket Retainer 8in #10858,ffb25-8,,,,,5.15,single_observation,Columbia 8 in. Flat Box Rubber Gasket Retainer (COLM-FFB25-8),ffb25-8
columbia::ct101,Columbia Tools,ct101,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,2.85,All-Wall,4.15,1.30,45.61,1.01-5.00,>25%,no,4.15,single_observation,CT101 Columbia Taper Return Spring #5961,ct101,,,,,2.85,single_observation,Columbia Mud Supply Valve Return Spring (COLM-CT101),ct101
columbia::fa247,Columbia Tools,fa247,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,1.34,All-Wall,1.95,0.61,45.52,0.26-1.00,>25%,no,1.95,single_observation,FA247 Columbia 6-32 X 5/8in Hex Bolt #6018,fa247,,,,,1.34,single_observation,Columbia 6-32 x 5/8 in. Hex Bolt (COLM-FA247),fa247
columbia::fa279,Columbia Tools,fa279,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,1.34,All-Wall,1.95,0.61,45.52,0.26-1.00,>25%,no,1.95,single_observation,FA279 Columbia 10-24 X 1-1/4in Hex Bolt #6036,fa279,,,,,1.34,single_observation,Columbia 10-24 x 1 ¼” Hex Bolt (COLM-FA279),fa279
columbia::ct125,Columbia Tools,ct125,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,3.23,All-Wall,4.70,1.47,45.51,1.01-5.00,>25%,no,4.70,single_observation,CT125 Columbia Taper Roller #5985,ct125,,,,,3.23,single_observation,Columbia Hand Grip Roller (COLM-CT125),ct125
columbia::ct29,Columbia Tools,ct29,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,3.23,All-Wall,4.70,1.47,45.51,1.01-5.00,>25%,no,4.70,single_observation,CT29 Columbia Taper Nylatron Chain Roller #5602,ct29,,,,,3.23,single_observation,Columbia Right Nylatron Chain Roller (Small) (COLM-CT29),ct29
columbia::ct83,Columbia Tools,ct83,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,3.23,All-Wall,4.70,1.47,45.51,1.01-5.00,>25%,no,4.70,single_observation,CT83 Columbia Taper Clutch Dog #5855,ct83,,,,,3.23,single_observation,Columbia Clutch Dog (COLM-CT83),ct83
columbia::mp3,Columbia Tools,mp3,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,3.23,All-Wall,4.70,1.47,45.51,1.01-5.00,>25%,no,4.70,single_observation,MP3 Columbia Mud Pump Pump Flapper Valve #6163,mp3,,,,,3.23,single_observation,Columbia Pump Flapper Valve (COLM-MP3),mp3
columbia::hns10a,Columbia Tools,hns10a,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,4.16,All-Wall,6.05,1.89,45.43,1.01-5.00,>25%,no,6.05,single_observation,HNS10A Columbia Nail Spotter Door Spring Short- Right #12532,hns10a,,,,,4.16,single_observation,Columbia Door Spring Short for Hinged Nail Spotter (COLM-HNS10A),hns10a
columbia::mp32,Columbia Tools,mp32,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,1.96,All-Wall,2.85,0.89,45.41,0.26-1.00,>25%,no,2.85,single_observation,MP32 Columbia Mud Pump Backing Washer Locator #5876,mp32,,,,,1.96,single_observation,Columbia Backing Washer Locator (COLM-MP32),mp32
columbia::ct92a,Columbia Tools,ct92a,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,2.60,All-Wall,3.78,1.18,45.38,1.01-5.00,>25%,no,3.78,single_observation,CT92A Columbia Taper L Clip #5867,ct92a,,,,,2.60,single_observation,"Columbia Toe Kicker Cable Retainer Clip ""L"" Clip (COLM-CT92A)",ct92a
columbia::hns13,Columbia Tools,hns13,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,3.29,All-Wall,4.78,1.49,45.29,1.01-5.00,>25%,no,4.78,single_observation,HNS13 Columbia Nail Spotter Roll Pin Bushing #12535,hns13,,,,,3.29,single_observation,Columbia Roll Pin Bushing for Hinged Nail Spotter (COLM-HNS13),hns13
columbia::fa312,Columbia Tools,fa312,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,1.48,All-Wall,2.15,0.67,45.27,0.26-1.00,>25%,no,2.15,single_observation,FA312 Columbia 10-24 X 1/4in Set Screw #6796,fa312,,,,,1.48,single_observation,Columbia 10-24 x ¼” Socket Head Set Screw (COLM-FA312),fa312
columbia::ct96,Columbia Tools,ct96,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,2.26,All-Wall,3.28,1.02,45.13,1.01-5.00,>25%,no,3.28,single_observation,CT96 Columbia Taper Mud Shut Off Gasket #5871,ct96,,,,,2.26,single_observation,Columbia Mud Gate Gasket (COLM-CT96),ct96
columbia::mp39,Columbia Tools,mp39,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,2.26,All-Wall,3.28,1.02,45.13,1.01-5.00,>25%,no,3.28,single_observation,MP39 Columbia Mud Pump Sleeve #5880,mp39,,,,,2.26,single_observation,Columbia Piston Cup Sleeve (COLM-MP39),mp39
tapetech::mws01-tt,TapeTech,mws01-tt,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,599.00,Al's Taping Tools,869.00,270.00,45.08,>25.00,>25%,no,599.00,single_observation,TapeTech Mobile Wash Station MWS01-TT,mws01-tt,869.00,single_observation,TapeTech Mobile Tool Wash Station,mws01-tt,,,,
columbia::hp44,Columbia Tools,hp44,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,1.62,All-Wall,2.35,0.73,45.06,0.26-1.00,>25%,no,2.35,single_observation,HP44 Columbia Mud Pump Collar O-Ring #6153,hp44,,,,,1.62,single_observation,"Columbia Collar ""O"" Ring (COLM-HP44)",hp44
columbia::ssb24,Columbia Tools,ssb24,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,59.99,All-Wall,86.99,27.00,45.01,>25.00,>25%,no,86.99,single_observation,"Columbia 24"" Sabre Smoothing Blade",ssb24,59.99,single_observation,"Columbia Sabre Smoothing Blade 24""",ssb24,,,,
tapetech::050009f,TapeTech,050009f,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,18.04,All-Wall,26.16,8.12,45.01,5.01-25.00,>25%,no,26.16,single_observation,TapeTech Spring Holder 050009F,050009f,18.04,single_observation,SPRING HOLDER,050009f,,,,
columbia::ssb40,Columbia Tools,ssb40,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,99.99,All-Wall,144.99,45.00,45.00,>25.00,>25%,no,144.99,single_observation,"Columbia 40"" Sabre Smoothing Blade",ssb40,99.99,single_observation,"Columbia Sabre Smoothing Blade 40""",ssb40,,,,
columbia::fa296,Columbia Tools,fa296,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,0.69,All-Wall,1.00,0.31,44.93,0.26-1.00,>25%,no,1.00,single_observation,FA296 Columbia 1/4-20 X 1/2in Hex Bolt #6046,fa296,,,,,0.69,single_observation,Columbia 1/4-20 x 1/2 Hex Bolt (COLM-FA296),fa296
columbia::ssb18,Columbia Tools,ssb18,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,44.99,All-Wall,64.99,20.00,44.45,5.01-25.00,>25%,no,64.99,single_observation,"Columbia 18"" Sabre Smoothing Blade",ssb18,44.99,single_observation,"Columbia Sabre Smoothing Blade 18""",ssb18,,,,
tapetech::jk02sstt,TapeTech,jk02sstt,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,8.99,Al's Taping Tools,12.95,3.96,44.05,1.01-5.00,>25%,no,8.99,single_observation,"TapeTech 2"" Premium Stainless Steel Joint Knife",jk02sstt,12.95,single_observation,"TapeTech 2"" Premium Stainless Steel Joint Knife",jk02sstt,,,,
tapetech::pk35cstt,TapeTech,pk35cstt,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,8.99,Al's Taping Tools,12.95,3.96,44.05,1.01-5.00,>25%,no,8.99,single_observation,"TapeTech 3.5"" Carbon Steel Pointing Knife",pk35cstt,12.95,single_observation,"TapeTech 3.5"" Carbon Steel Pointing Knife",pk35cstt,,,,
tapetech::212085,TapeTech,212085,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,26.34,All-Wall,37.89,11.55,43.85,5.01-25.00,>25%,no,37.89,single_observation,TapeTech Right Flange 212085,212085,26.34,single_observation,TapeTech Power Assist Right Flange - 212085,212085,,,,
tapetech::050204,TapeTech,050204,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,9.99,Wall Tools,14.37,4.38,43.84,1.01-5.00,>25%,no,9.99,single_observation,TapeTech Plunger Cup Washer 050204,050204,,,,,14.37,single_observation,TapeTech PLUNGER CUP WASHER (TAPE-050204),050204
columbia::hh17b,Columbia Tools,hh17b,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,4.76,All-Wall,6.80,2.04,42.86,1.01-5.00,>25%,no,6.80,single_observation,13715,hh17b,,,,,4.76,single_observation,Columbia Brass Connector #2 for Hydra Reach Flat Box Handle (COLM-HH17B),hh17b
tapetech::ch75tt,TapeTech,ch75tt,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,99.00,Al's Taping Tools,140.86,41.86,42.28,>25.00,>25%,no,99.00,single_observation,TapeTech 75 mm Cove Applicator Head CH75TT,ch75tt,140.86,single_observation,TapeTech 75 mm Cove Applicator Head CH75TT,ch75tt,,,,
columbia::fa285,Columbia Tools,fa285,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,1.16,All-Wall,1.65,0.49,42.24,0.26-1.00,>25%,no,1.65,single_observation,FA285 Columbia 1/4in Plastic Washer #6039,fa285,,,,,1.16,single_observation,Columbia 1/4 x 1/8 Plastic Washer (COLM-FA285),fa285
columbia::cr4,Columbia Tools,cr4,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,3.80,All-Wall,5.40,1.60,42.11,1.01-5.00,>25%,no,5.40,single_observation,CR4 Columbia Corner Roller Washer #5564,cr4,,,,,3.80,single_observation,Columbia Cut Washer (COLM-CR4),cr4
columbia::fa224,Columbia Tools,fa224,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,0.81,All-Wall,1.15,0.34,41.98,0.26-1.00,>25%,no,1.15,single_observation,FA224 Columbia 1/8in X 3/8in Split Pin #6009,fa224,,,,,0.81,single_observation,Columbia 1/8 x 3/8 Split Pin (COLM-FA224),fa224
columbia::fa292,Columbia Tools,fa292,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,1.36,All-Wall,1.93,0.57,41.91,0.26-1.00,>25%,no,1.93,single_observation,FA292 Columbia 1/4-20 Nyloc Jam Nut #6043,fa292,,,,,1.36,single_observation,Columbia -20 Nyloc Jam Nut (COLM-FA292),fa292
columbia::fa225,Columbia Tools,fa225,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,1.48,All-Wall,2.10,0.62,41.89,0.26-1.00,>25%,no,2.10,single_observation,FA225 Columbia 1/8in X 3/8in Special Washer #6010,fa225,,,,,1.48,single_observation,Columbia 1/8 x 3/8 in. Rivet Shoulder Washer (COLM-FA225),fa225
columbia::fa232,Columbia Tools,fa232,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,1.48,All-Wall,2.10,0.62,41.89,0.26-1.00,>25%,no,2.10,single_observation,FA232 Columbia 6-32 Hex Nut #6012,fa232,,,,,1.48,single_observation,Columbia 6-32 Hex Nut (COLM-FA232),fa232
columbia::fa270,Columbia Tools,fa270,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,1.48,All-Wall,2.10,0.62,41.89,0.26-1.00,>25%,no,2.10,single_observation,FA270 Columbia #10 X 3/4in Fender Washer #6029,fa270,,,,,1.48,single_observation,Columbia #10 x ¾” Fender Washer (COLM-FA270),fa270
columbia::fa308,Columbia Tools,fa308,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,1.48,All-Wall,2.10,0.62,41.89,0.26-1.00,>25%,no,2.10,single_observation,FA308 Columbia 33/64 X 7/8in Flat Washer #6055,fa308,,,,,1.48,single_observation,Columbia 1/2 x 7/8 Flat Washer (COLM-FA308),fa308
columbia::ct129,Columbia Tools,ct129,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,2.89,All-Wall,4.10,1.21,41.87,1.01-5.00,>25%,no,4.10,single_observation,CT129 Columbia Taper Shaft Guide Roller Bushing #5990,ct129,,,,,2.89,single_observation,Columbia Shaft Guide Roller Sleeve (COLM-CT129),ct129
columbia::ct125a,Columbia Tools,ct125a,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,3.23,All-Wall,4.58,1.35,41.80,1.01-5.00,>25%,no,4.58,single_observation,CT125A Columbia Taper Bearing #5986,ct125a,,,,,3.23,single_observation,Columbia Hand Grip Roller Sleeve (COLM-CT125A),ct125a
columbia::ct35,Columbia Tools,ct35,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,3.23,All-Wall,4.58,1.35,41.80,1.01-5.00,>25%,no,4.58,single_observation,CT35 Columbia Taper Cap Reinforcing Tab #5608,ct35,,,,,3.23,single_observation,Columbia Cap Reinforcing Tab (COLM-CT35),ct35
columbia::ffh26,Columbia Tools,ffh26,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,1.75,All-Wall,2.48,0.73,41.71,0.26-1.00,>25%,no,2.48,single_observation,FFH26 Columbia Flat Box Handle 8-32 X 3/4 Brake Stop #6144,ffh26,,,,,1.75,single_observation,Columbia 8-32 x 3/4 Brake Stop (COLM-FFH26),ffh26
columbia::ct56,Columbia Tools,ct56,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,6.48,All-Wall,9.18,2.70,41.67,1.01-5.00,>25%,no,9.18,single_observation,CT56 Columbia Taper Carriage Guide Rod Stop #5832,ct56,,,,,6.48,single_observation,Columbia Carriage Guide Rod Stop (COLM-CT56),ct56
columbia::cfb19,Columbia Tools,cfb19,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,3.87,All-Wall,5.48,1.61,41.60,1.01-5.00,>25%,no,5.48,single_observation,CFB19 Columbia Angle Box Nylatron Bushing #5555,cfb19,,,,,3.87,single_observation,Columbia Nylatron Bushing (COLM-CFB19),cfb19
columbia::ct51,Columbia Tools,ct51,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,3.87,All-Wall,5.48,1.61,41.60,1.01-5.00,>25%,no,5.48,single_observation,CT51 Columbia Taper Spacer Bar #5828,ct51,,,,,3.87,single_observation,Columbia Spacer Bar (COLM-CT51),ct51
columbia::ffb5a,Columbia Tools,ffb5a,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,2.67,All-Wall,3.78,1.11,41.57,1.01-5.00,>25%,no,3.78,single_observation,FFB5A Columbia Flat Box Axle Bushing #6114,ffb5a,,,,,2.67,single_observation,Columbia Axle Bushing (COLM-FFB5A),ffb5a
columbia::ct81,Columbia Tools,ct81,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,2.60,All-Wall,3.68,1.08,41.54,1.01-5.00,>25%,no,3.68,single_observation,CT81 Columbia Taper Clutch Return Spring #5853,ct81,,,,,2.60,single_observation,Columbia Clutch Return Spring (COLM-CT81),ct81
