Identity Key,Canonical Brand,Canonical Identifier,Conflict Pattern,Probable Cause,Outlier Retailer,Agreed Price,Outlier Price,All-Wall Price,Al's Taping Tools Price,Wall Tools Price,Absolute Spread,Spread % vs Lowest,Possible Pack Factor,All-Wall Evidence Quality,Al's Taping Tools Evidence Quality,Wall Tools Evidence Quality,All-Wall Product,Al's Taping Tools Product,Wall Tools Product
columbia::ssb48,Columbia Tools,SSB48,two_source_disagreement,requires_source_price_review,,,,167.99,129.99,,38.00,29.23,,single_observation,single_observation,,"Columbia 48"" Sabre Smoothing Blade","Columbia Sabre Smoothing Blade 48""",
tapetech::050113f,TapeTech,050113F,all_three_prices_distinct,requires_source_price_review,,,,14.09,49.72,14.37,35.63,252.87,,single_observation,single_observation,single_observation,TapeTech Cutter Block Tube 050113F,Cutter Block Tube - 050113F,TapeTech CUTTER BLOCK TUBE (TAPE-050113F)
tapetech::814242,TapeTech,814242,two_source_disagreement,requires_source_price_review,,,,68.49,35.84,,32.65,91.10,,single_observation,single_observation,,"TapeTech 42"" Connector Assy 814242","814242 - 42"" Connector Assy",
tapetech::654036,TapeTech,654036,two_source_disagreement,requires_source_price_review,,,,84.39,,113.87,29.48,34.93,,single_observation,,single_observation,"TapeTech 3"" Blade Clamp Assembly 654036",,TapeTech BLADE CLAMP ASSY (TAPE-654036)
tapetech::501a,TapeTech,501A,two_source_disagreement,requires_source_price_review,,,,42.29,,71.64,29.35,69.40,,single_observation,,single_observation,TapeTech Taper Repair Kit 501A,,TapeTech Taper Repair Kit (TAPE-501A)
tapetech::502f4x,TapeTech,502F4X,two_source_disagreement,requires_source_price_review,,,,102.99,73.64,,29.35,39.86,,single_observation,single_observation,,"TapeTech 3.5"" Angle Head Blade Kit 502F4X","TapeTech 3.5"" EZ Roll Corner Finisher Blade Kit - 502F4X",
tapetech::500028,TapeTech,500028,all_three_prices_distinct,requires_source_price_review,,,,22.69,50.73,23.04,28.04,123.58,,single_observation,single_observation,single_observation,"TapeTech 7"" Angle Box Wiper 500028","500028 - TapeTech Replacement Wiper for 7"" Angle Box","TapeTech 7"" WIPER (TAPE-500028)"
tapetech::140006,TapeTech,140006,two_source_disagreement,requires_source_price_review,,,,223.79,251.72,,27.93,12.48,,single_observation,single_observation,,TapeTech Pushrod 140006,140006 - Mudrunner Pushrod,
tapetech::144001,TapeTech,144001,two_source_disagreement,possible_sale_or_stale_price,,,,569.99,597.40,,27.41,4.81,,single_observation,single_observation,,TapeTech MudRunner Plastic Tube with Clamps 144001,144001 - Mudrunner Plastic Tube Complete,
tapetech::800018f,TapeTech,800018F,all_three_prices_distinct,requires_source_price_review,,,,49.79,77.01,50.70,27.22,54.67,,single_observation,single_observation,single_observation,TapeTech Connector Plate 800018F,Connector Plate - 800018,TapeTech CONNECTOR PLATE (TAPE-800018F)
columbia::ssb24,Columbia Tools,SSB24,two_source_disagreement,requires_source_price_review,,,,86.99,59.99,,27.00,45.01,,single_observation,single_observation,,"Columbia 24"" Sabre Smoothing Blade","Columbia Sabre Smoothing Blade 24""",
columbia::ah32,Columbia Tools,AH3-2,two_source_disagreement,requires_source_price_review,,,,36.34,9.64,,26.70,276.97,,single_observation,single_observation,,AH3-2 Columbia Angle Head Carbide Blade 2in #5801,12 - Upper Leaf Spring (AH-32),
tapetech::050235,TapeTech,050235,two_source_disagreement,requires_source_price_review,,,,38.29,12.08,,26.21,216.97,,single_observation,single_observation,,TapeTech Band 050235,Band - 050235,
columbia::3wtdf,Columbia Tools,3WTDF,two_source_disagreement,requires_source_price_review,,,,140.99,115.00,,25.99,22.60,,single_observation,single_observation,,"Columbia 3"" Widetrack Direct Corner Flusher","Columbia Taping Tools 3"" Widetrack Direct Drywall Corner Flusher",
tapetech::050083f,TapeTech,050083F,all_three_prices_distinct,requires_source_price_review,,,,64.49,39.99,65.60,25.61,64.04,,single_observation,single_observation,single_observation,TapeTech Cable Drum 050083F,Cable Drum - 050083F,TapeTech Cable Drum (TAPE-050083F)
columbia::ct1,Columbia Tools,CT1,two_source_disagreement,requires_source_price_review,,,,180.74,,155.14,25.60,16.50,,single_observation,,single_observation,CT1 Columbia Taper Head Casting #5570,,Columbia Taper Head (COLM-CT1)
surpro::s1a2640,SurPro,S1-A-2640,two_source_disagreement,possible_sale_or_stale_price,,,,,305.00,330.00,25.00,8.20,,,single_observation,single_observation,,"Surpro 26-40"" S1 Aluminum Single Sided Drywall Stilts",SurPro S1 Aluminum Drywall Stilts (Adjustable Height 26-40 in.)
tapetech::054096f,TapeTech,054096F,all_three_prices_distinct,requires_source_price_review,,,,15.39,40.27,15.65,24.88,161.66,,single_observation,single_observation,single_observation,TapeTech Short Creaser Assembly 054096F,Short Creaser Assembly - 054096,TapeTech Short Creaser Assembly (TAPE-054096F)
columbia::cra2,Columbia Tools,CRA-2,two_source_disagreement,requires_source_price_review,,,,89.99,,114.81,24.82,27.58,,single_observation,,single_observation,Columbia Corner Roller Wheel Maintenance Kit,,"Columbia Corner Roller Repair Kit, (COLM-CRA2)"
tapetech::305045g,TapeTech,305045G,all_three_prices_distinct,requires_source_price_review,,,,54.00,78.66,71.17,24.66,45.67,,single_observation,single_observation,single_observation,"TapeTech 12"" Axle 305045G",305045G -TapeTech 12 in. Standard Axle for EasyRoll Wheels,TapeTech 12 inch EZ Roll Flat Box Axle
tapetech::681015,TapeTech,681015,two_source_disagreement,requires_source_price_review,,,,75.99,100.59,,24.60,32.37,,single_observation,single_observation,,"TapeTech 3"" Nail Spotter Wiper 681015","TapeTech 3"" Wiper For Nailspotter - 680015",
tapetech::056133,TapeTech,056133,two_source_disagreement,requires_source_price_review,,,,29.90,,5.52,24.38,441.67,,single_observation,,single_observation,Stainless Steel Taper Blades 10 pack,,TapeTech PYRAMID BLADE (TAPE-056133)
tapetech::140019,TapeTech,140019,two_source_disagreement,requires_source_price_review,,,,125.89,150.16,,24.27,19.28,,single_observation,single_observation,,TapeTech Main Tube Cap 140019,140019 - Main Tube Cap,
tapetech::502a,TapeTech,502A,two_source_disagreement,requires_source_price_review,,,,49.99,,74.02,24.03,48.07,,single_observation,,single_observation,TapeTech Taper Rebuild Kit 502A,,TapeTech Taper Rebuild Kit (TAPE-502A)
tapetech::ezcover07,TapeTech,EZCOVER07,all_three_prices_distinct,requires_source_price_review,,,,194.39,181.90,205.27,23.37,12.85,,single_observation,single_observation,single_observation,TapeTech EasyClean® Cover Plate Kit EZCOVER07,TapeTech EasyClean Cover Plate Conversion Kit,TapeTech EZCOVER PLATE (TAPE-EZCOVER07)
columbia::ffba107,Columbia Tools,FFBA10-7,two_source_disagreement,requires_source_price_review,,,,120.46,97.45,,23.01,23.61,,single_observation,single_observation,,FFBA10-7 Columbia Flat Box Blade Bar Assembly 7in #6115,Flat Box Blade Bar Assembly 7in - FFBA10-7,
tapetech::680002,TapeTech,680002,all_three_prices_distinct,requires_source_price_review,,,,44.39,21.99,41.92,22.40,101.86,,single_observation,single_observation,single_observation,"TapeTech 3"" Nail Spotter Latch 680002",Latch - 680002,"TapeTech 3"" LATCH (TAPE-680002)"
tapetech::604036,TapeTech,604036,two_source_disagreement,requires_source_price_review,,,,75.99,,98.38,22.39,29.46,,single_observation,,single_observation,"TapeTech 2"" Blade Clamp Assembly 604036",,TapeTech BLADE CLAMP ASSY (TAPE-604036)
tapetech::303027b,TapeTech,303027B,two_source_disagreement,requires_source_price_review,,,,187.49,165.63,,21.86,13.20,,single_observation,single_observation,,"TapeTech 12"" CFS Pressure Plate 303027B","TapeTech Pressure Plate, 12"" CFS - 303027B",
tapetech::054245f,TapeTech,054245F,two_source_disagreement,requires_source_price_review,,,,61.19,,82.89,21.70,35.46,,single_observation,,single_observation,TapeTech Trigger Assembly 054245F,,TapeTech Creaser Trigger (TAPE-054245F)
columbia::hpa4,Columbia Tools,HPA4,two_source_disagreement,requires_source_price_review,,,,147.38,,126.50,20.88,16.51,,single_observation,,single_observation,Columbia Mud Pump Head Casting Assembly HPA4,,Columbia Head Billet Assembly (Pump) (COLM-HPA-4)
columbia::ffba1014,Columbia Tools,FFBA10-14,two_source_disagreement,requires_source_price_review,,,,120.46,100.39,,20.07,19.99,,single_observation,single_observation,,FFBA10-14 Columbia Flat Box Blade Bar Assembly 14in #13786,Flat Box Blade Bar Assembly 14in - FFBA10-14,
tapetech::054219,TapeTech,054219,all_three_prices_distinct,requires_source_price_review,,,,54.99,75.00,74.57,20.01,36.39,,single_observation,single_observation,single_observation,TapeTech Control Extension Arm 054219,Control Extension Arm - 054219,TapeTech CONTROL EXTENSION ARM (TAPE-054219)
columbia::ssb18,Columbia Tools,SSB18,two_source_disagreement,requires_source_price_review,,,,64.99,44.99,,20.00,44.45,,single_observation,single_observation,,"Columbia 18"" Sabre Smoothing Blade","Columbia Sabre Smoothing Blade 18""",
tapetech::ctbxc,TapeTech,CTBXC,two_source_disagreement,possible_sale_or_stale_price,,,,545.00,525.00,,20.00,3.81,,single_observation,single_observation,,TapeTech Continuous Flow Flat Box Controller CTBXC,TapeTech Continuous Flow Finishing Box Controller,
tapetech::050072f,TapeTech,050072F,all_three_prices_distinct,requires_source_price_review,,,,8.19,28.10,8.30,19.91,243.10,,single_observation,single_observation,single_observation,TapeTech Rear Support 050072F,Rear Support - 050072,TapeTech Rear Support (TAPE-050072F)
tapetech::150003f,TapeTech,150003F,two_source_disagreement,requires_source_price_review,,,,51.99,,71.64,19.65,37.80,,single_observation,,single_observation,TapeTech Coupling 150003F,,TapeTech COUPLING (TAPE-150003F)
columbia::ssb16,Columbia Tools,SSB16,two_source_disagreement,requires_source_price_review,,,,57.99,38.99,,19.00,48.73,,single_observation,single_observation,,"Columbia 16"" Sabre Smoothing Blade","Columbia Sabre Smoothing Blade 16""",
tapetech::xhttnsa,TapeTech,XHTT/NSA,two_source_disagreement,possible_sale_or_stale_price,,,,219.00,238.00,,19.00,8.68,,single_observation,single_observation,,TapeTech Extendable Nail Spotter Handle XHTT/NSA,TapeTech Xtender Nail Spotter Handle Kit,
tapetech::212081,TapeTech,212081,two_source_disagreement,requires_source_price_review,,,,71.29,,89.83,18.54,26.01,,single_observation,,single_observation,TapeTech Arm 212081,,TapeTech ARM (TAPE-212081)
tapetech::050249,TapeTech,050249,two_source_disagreement,requires_source_price_review,,,,38.09,,55.92,17.83,46.81,,single_observation,,single_observation,TapeTech Creaser Connector 050249,,TapeTech CREASER CONNECTOR
tapetech::054116f,TapeTech,054116F,all_three_prices_distinct,requires_source_price_review,,,,26.29,43.92,26.70,17.63,67.06,,single_observation,single_observation,single_observation,TapeTech Drive Dog 054116F,Drive Dog Assembly - 054116F,TapeTech DRIVE DOG ASSY. (TAPE-054116F)
columbia::c1hcltha,Columbia Tools,C1H/CLTHA,two_source_disagreement,requires_source_price_review,,,,147.00,130.00,,17.00,13.08,,single_observation,single_observation,,Columbia Tomahawk Smoothing Blade Handle,Columbia Tomahawk Smoothing Blade Fixed Handle,
columbia::ssb14,Columbia Tools,SSB14,two_source_disagreement,requires_source_price_review,,,,49.99,32.99,,17.00,51.53,,single_observation,single_observation,,"Columbia 14"" Sabre Smoothing Blade","Columbia Sabre Smoothing Blade 14""",
tapetech::056100f,TapeTech,056100F,all_three_prices_distinct,requires_source_price_review,,,,134.99,151.84,137.24,16.85,12.48,,single_observation,single_observation,single_observation,TapeTech Taper Head Casting 056100F,Replacement Head Casting - 056100,TapeTech TAPER HEAD (TAPE-056100F)
tapetech::502f3,TapeTech,502F3,all_three_prices_distinct,requires_source_price_review,,,,105.29,89.40,105.90,16.50,18.46,,single_observation,single_observation,single_observation,"TapeTech 3"" Angle Head Blade Kit 502F3","TapeTech 3"" Corner Finisher Blade Kit - 502F3","TapeTech 3"" Corner Finisher Blade Repair Kit (TAPE-502F3)"
tapetech::ezrollkit,TapeTech,EZROLL-KIT,two_source_disagreement,requires_source_price_review,,,,38.99,,54.67,15.68,40.22,,single_observation,,single_observation,TapeTech EasyRoll Flat Box Wheel Kit EZROLL-KIT,,TapeTech EZ Roll Flat Box Wheel Repair Kit (TAPE-EZROLLKIT)
tapetech::700037,TapeTech,700037,all_three_prices_distinct,requires_source_price_review,,,,26.19,41.69,41.45,15.50,59.18,,single_observation,single_observation,single_observation,TapeTech Loading Pump Nut 700037,Special Nut - 700037,TapeTech SPECIAL NUT (TAPE-700037)
tapetech::cfk02tt,TapeTech,CFK02TT,two_source_disagreement,requires_source_price_review,,,,79.99,95.00,,15.01,18.76,,single_observation,single_observation,,TapeTech Creaser Wheel Kit for Corner Flushers CFK02TT,TapeTech Creaser Wheel Kit for Corner Flushers CFK02TT,
columbia::mp7,Columbia Tools,MP7,two_source_disagreement,requires_source_price_review,,,,105.42,,90.49,14.93,16.50,,single_observation,,single_observation,MP7 Columbia Mud Pump Handle #6167,,Columbia Handle (COLM-MP7)
columbia::ct57,Columbia Tools,CT57,two_source_disagreement,requires_source_price_review,,,,102.40,,87.90,14.50,16.50,,single_observation,,single_observation,CT57 Columbia Taper Tape Advance Carriage #5833,,Columbia Tape Advance Carriage (Includes CT58)  (COLM-CT57)
tapetech::350034,TapeTech,350034,two_source_disagreement,requires_source_price_review,,,,36.99,,51.44,14.45,39.06,,single_observation,,single_observation,"TapeTech 8"" Angle Box Pressure Plate 350034",,"TapeTech 8"" PRESSURE PLATE (TAPE-350034)"
columbia::ct78,Columbia Tools,CT78,two_source_disagreement,requires_source_price_review,,,,99.40,,85.33,14.07,16.49,,single_observation,,single_observation,CT78 Columbia Taper Drive Chain #5850,,Columbia Drive Chain (COLM-CT78)
usg-sheetrock::340311,USG Sheetrock Tools,340311,two_source_disagreement,possible_sale_or_stale_price,,,,199.99,213.59,,13.60,6.80,,single_observation,single_observation,,USG Sheetrock™ Paper Face Bead Hopper,Sheetrock Paper Faced Corner Bead Hopper,
tapetech::191007,TapeTech,191007,all_three_prices_distinct,requires_source_price_review,,,,107.79,121.28,109.62,13.49,12.52,,single_observation,single_observation,single_observation,TapeTech Xtender Connector Rod 191007,191007 - TapeTech Xtender Handle Connector Rod,TapeTech ROD (TAPE-191007)
tapetech::631015,TapeTech,631015,two_source_disagreement,requires_source_price_review,,,,62.79,76.08,,13.29,21.17,,single_observation,single_observation,,"TapeTech 2"" Nail Spotter Wiper 631015","TapeTech 2"" Wiper For Nailspotter - 630015",
tapetech::810028,TapeTech,810028,two_source_disagreement,requires_source_price_review,,,,11.39,24.03,,12.64,110.97,,single_observation,single_observation,,TapeTech Swivel Axle 810028,810028 - Swivel Axle,
columbia::mp8,Columbia Tools,MP8,two_source_disagreement,requires_source_price_review,,,,86.62,,74.34,12.28,16.52,,single_observation,,single_observation,COLMP8 Columbia Mud Pump Leg,,Columbia Leg (COLM-MP8)
tapetech::pwwhvhs3,TapeTech,PWW-HV-HS-3,two_source_disagreement,requires_source_price_review,,,,37.99,49.99,,12.00,31.59,,single_observation,single_observation,,TapeTech Hi-Vis Hoodie - XLarge,TapeTech High Visibility Hooded Sweatshirt - XL,
columbia::cltbf,Columbia Tools,CLT-BF,all_three_prices_distinct,requires_source_price_review,,,,70.00,70.47,81.88,11.88,16.97,,single_observation,single_observation,single_observation,Columbia Compound Tube Filler Adaptor,Columbia Compound Tube Filler Adaptor,Columbia Cam Lock Box Filler
tapetech::810029,TapeTech,810029,two_source_disagreement,requires_source_price_review,,,,19.79,31.50,,11.71,59.17,,single_observation,single_observation,,TapeTech Connector Coupling 810029,810029 - Connector Coupling,
tapetech::212084,TapeTech,212084,all_three_prices_distinct,requires_source_price_review,,,,37.89,26.34,35.75,11.55,43.85,,single_observation,single_observation,single_observation,TapeTech Left Flange 212084,212084 - Tape Tech Power Assist Left Flange,"TapeTech FLANGE, LEFT (TAPE-212084)"
tapetech::212085,TapeTech,212085,two_source_disagreement,requires_source_price_review,,,,37.89,26.34,,11.55,43.85,,single_observation,single_observation,,TapeTech Right Flange 212085,TapeTech Power Assist Right Flange - 212085,
tapetech::sssaf,TapeTech,SSSA-F,two_source_disagreement,requires_source_price_review,,,,49.99,61.53,,11.54,23.08,,single_observation,single_observation,,TapeTech Single Angle Sanding Sponge Fine (Box Of 24),TapeTech Single Angle Sanding Sponge - Fine - 24 Pack,
tapetech::881005,TapeTech,881005,two_source_disagreement,requires_source_price_review,,,,45.79,57.20,,11.41,24.92,,single_observation,single_observation,,TapeTech Rear Brake Lever 881005,881005 - Rear Brake Lever,
tapetech::pfk12tt,TapeTech,PFK12TT,two_source_disagreement,requires_source_price_review,,,,29.99,41.00,,11.01,36.71,,single_observation,single_observation,,"TapeTech 12"" Premium Finishing Knife PFK12TT","TapeTech 12"" Premium Smoothing Wipe Down Blade",
columbia::ssb12,Columbia Tools,SSB12,two_source_disagreement,requires_source_price_review,,,,42.99,31.99,,11.00,34.39,,single_observation,single_observation,,"Columbia 12"" Sabre Smoothing Blade","Columbia Sabre Smoothing Blade 12""",
tapetech::050212f,TapeTech,050212F,all_three_prices_distinct,requires_source_price_review,,,,13.59,2.95,13.80,10.85,367.80,,single_observation,single_observation,single_observation,TapeTech Lock Block 050212F,Lock Block (5-40) - 050212,TapeTech LOCK BLOCK
columbia::ct77,Columbia Tools,CT77,two_source_disagreement,requires_source_price_review,,,,75.30,,64.63,10.67,16.51,,single_observation,,single_observation,CT77 Columbia Taper Drive Sprocket Large #5848,,Columbia Drive Sprocket - Large (COLM-CT77)
columbia::mp34,Columbia Tools,MP34,two_source_disagreement,requires_source_price_review,,,,74.78,,64.19,10.59,16.50,,single_observation,,single_observation,MP34 Columbia Mud Pump Adaptor #5878,,Columbia Box Filler Adaptor Body (COLM-MP34)
tapetech::804855,TapeTech,804855,two_source_disagreement,possible_sale_or_stale_price,,,,463.09,473.64,,10.55,2.28,,single_observation,single_observation,,TapeTech Ext Corner Handle with Welded Flange 804855,804855 - Ext Corner Handle with Welded Flange,
