Identity Key,Canonical Brand,Canonical Identifier,Priority,Retailer Pair,Missing Retailer,Spread % vs Lowest,Absolute Spread,Offer Equivalence Classification,Offer Evidence Strength,Offer Contradictions,All-Wall Observed Price,All-Wall Product Name,All-Wall Category,All-Wall Description Quality,All-Wall Explicit Quantity,All-Wall Quantity Basis,All-Wall Commercial Scope,All-Wall Scope Basis,All-Wall Product URL,All-Wall Retrieved At,Al's Taping Tools Observed Price,Al's Taping Tools Product Name,Al's Taping Tools Category,Al's Taping Tools Description Quality,Al's Taping Tools Explicit Quantity,Al's Taping Tools Quantity Basis,Al's Taping Tools Commercial Scope,Al's Taping Tools Scope Basis,Al's Taping Tools Product URL,Al's Taping Tools Retrieved At,Wall Tools Observed Price,Wall Tools Product Name,Wall Tools Category,Wall Tools Description Quality,Wall Tools Explicit Quantity,Wall Tools Quantity Basis,Wall Tools Commercial Scope,Wall Tools Scope Basis,Wall Tools Product URL,Wall Tools Retrieved At
columbia::cr2,Columbia Tools,cr2,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,32.99,5.12,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,matching_explicit_quantity,,20.64,Columbia Roller Wheel CR2,,product_specific,2,explicit_pack_count,bundle,explicit_pack_count,https://www.all-wall.com/Columbia-RollerWheel-CR2,2026-09-10T00:42:10.071449Z,,,,,,,,,,,15.52,"Columbia Roller, 2 piece - Nylatron/Steel (COLM-CR2)",,product_specific,2,explicit_pack_count,bundle,explicit_pack_count,https://walltools.com/columbia-roller-2-piece-nylatron-steel-COLM-cr2,2026-09-10T00:30:00.197240Z
columbia::cr3,Columbia Tools,cr3,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,45.83,2.97,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,9.45,CR3 Columbia Corner Roller Bearing Sleeve #5563,,missing,,,,,https://www.all-wall.com/CR3-Columbia-Corner-Roller-Bearing-Sleeve-5563,2026-09-10T00:42:10.071449Z,,,,,,,,,,,6.48,Columbia Bearing Sleeve (COLM-CR3),,product_specific,,,,,https://walltools.com/columbia-bearing-sleeve-COLM-cr3,2026-09-10T00:28:34.589996Z
columbia::cr4,Columbia Tools,cr4,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,42.11,1.60,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,5.40,CR4 Columbia Corner Roller Washer #5564,,product_specific,,,,,https://www.all-wall.com/CR4-Columbia-Corner-Roller-Washer-5564,2026-09-10T00:42:10.070448Z,,,,,,,,,,,3.80,Columbia Cut Washer (COLM-CR4),,product_specific,,,,,https://walltools.com/columbia-cut-washer-COLM-cr4,2026-09-10T00:28:55.296992Z
columbia::ct10,Columbia Tools,ct10,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,41.24,2.00,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,6.85,CT10 Columbia Taper Crimping Arm Bushing Right #5583,,missing,,,,,https://www.all-wall.com/CT10-Columbia-Taper-Crimping-Arm-Bushing-Right-5583,2026-09-10T00:42:07.686856Z,,,,,,,,,,,4.85,Columbia Crimping Arm Bushing - Right (COLM-CT10),,product_specific,,,,,https://walltools.com/columbia-crimping-arm-bushing-right-COLM-ct10,2026-09-10T00:28:53.635005Z
columbia::ct101,Columbia Tools,ct101,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,45.61,1.30,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,4.15,CT101 Columbia Taper Return Spring #5961,,missing,,,,,https://www.all-wall.com/CT101-Columbia-Taper-Return-Spring-5961,2026-09-10T00:42:04.784749Z,,,,,,,,,,,2.85,Columbia Mud Supply Valve Return Spring (COLM-CT101),,product_specific,,,,,https://walltools.com/columbia-mud-supply-valve-return-spring-COLM-ct101,2026-09-10T00:29:39.605954Z
columbia::ct104,Columbia Tools,ct104,P0_gt_25pct,Al's Taping Tools vs Wall Tools,All-Wall,89.00,10.36,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,,,,,,,,,,,22.00,Taper Connection Strap - CT104,,product_specific,,,,,https://www.alstapingtools.com/taper-connection-strap-ct104,2026-09-10T00:19:25.051401Z,11.64,Columbia Crimper lever Connection Strap (COLM-CT104),,product_specific,,,,,https://walltools.com/columbia-crimper-lever-connection-strap-COLM-ct104,2026-09-10T00:28:52.713991Z
columbia::ct10a,Columbia Tools,ct10a,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,45.98,2.23,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,7.08,CT10A Columbia Taper Crimping Arm Bushing Left #5584,,missing,,,,,https://www.all-wall.com/CT10A-Columbia-Taper-Crimping-Arm-Bushing-Left-5584,2026-09-10T00:42:07.686856Z,,,,,,,,,,,4.85,Columbia Crimping Arm Bushing - Left (COLM-CT10A),,product_specific,,,,,https://walltools.com/columbia-crimping-arm-bushing-left-COLM-ct10a,2026-09-10T00:28:53.958991Z
columbia::ct118,Columbia Tools,ct118,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,41.41,2.41,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,8.23,CT118 Columbia Taper Retaining Spring Clip #5977,,missing,,,,,https://www.all-wall.com/CT118-Columbia-Taper-Retaining-Spring-Clip-5977,2026-09-10T00:42:04.783749Z,,,,,,,,,,,5.82,Columbia Tape Spool Retaining Spring Insert (COLM-CT118),,product_specific,,,,,https://walltools.com/columbia-tape-spool-retaining-spring-insert-COLM-ct118,2026-09-10T00:30:14.810153Z
columbia::ct12,Columbia Tools,ct12,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,41.35,2.94,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,10.05,CT12 Columbia Taper Tape Advance Release Bracket #5586,,missing,,,,,https://www.all-wall.com/CT12-Columbia-Taper-Tape-Advance-Release-Bracket-5586,2026-09-10T00:42:07.686856Z,,,,,,,,,,,7.11,Columbia Tape Advance Release Bracket (COLM-CT12),,product_specific,,,,,https://walltools.com/columbia-tape-advance-release-bracket-COLM-ct12,2026-09-10T00:30:13.089636Z
columbia::ct125,Columbia Tools,ct125,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,45.51,1.47,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,4.70,CT125 Columbia Taper Roller #5985,,missing,,,,,https://www.all-wall.com/CT125-Columbia-Taper-Roller-5985,2026-09-10T00:42:04.783749Z,,,,,,,,,,,3.23,Columbia Hand Grip Roller (COLM-CT125),,product_specific,,,,,https://walltools.com/columbia-hand-grip-roller-COLM-ct125,2026-09-10T00:29:14.232835Z
columbia::ct125a,Columbia Tools,ct125a,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,41.80,1.35,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,4.58,CT125A Columbia Taper Bearing #5986,,product_specific,,,,,https://www.all-wall.com/CT125A-Columbia-Taper-Bearing-5986,2026-09-10T00:42:04.782749Z,,,,,,,,,,,3.23,Columbia Hand Grip Roller Sleeve (COLM-CT125A),,product_specific,,,,,https://walltools.com/columbia-hand-grip-roller-sleeve-COLM-ct125a,2026-09-10T00:29:14.617833Z
columbia::ct129,Columbia Tools,ct129,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,41.87,1.21,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,4.10,CT129 Columbia Taper Shaft Guide Roller Bushing #5990,,missing,,,,,https://www.all-wall.com/CT129-Columbia-Taper-Shaft-Guide-Roller-Bushing-5990,2026-09-10T00:42:04.782749Z,,,,,,,,,,,2.89,Columbia Shaft Guide Roller Sleeve (COLM-CT129),,product_specific,,,,,https://walltools.com/columbia-shaft-guide-roller-sleeve-COLM-ct129,2026-09-10T00:30:04.742265Z
columbia::ct129a,Columbia Tools,ct129a,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,41.28,1.87,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,6.40,CT129A Columbia Taper Strap Bracket #5991,,missing,,,,,https://www.all-wall.com/CT129A-Columbia-Taper-Strap-Bracket-5991,2026-09-10T00:42:04.782749Z,,,,,,,,,,,4.53,Columbia Shaft Guide Bracket/Control Extension Support (COLM-CT129A),,product_specific,,,,,https://walltools.com/columbia-shaft-guide-bracket-control-extension-support-COLM-ct129a,2026-09-10T00:30:03.369750Z
columbia::ct129b,Columbia Tools,ct129b,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,45.93,2.37,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,7.53,CT129B Columbia Taper Sleeve (Plastic Roller) #5992,,missing,,,,,https://www.all-wall.com/CT129B-Columbia-Taper-Sleeve-Plastic-Roller-5992,2026-09-10T00:42:04.782749Z,,,,,,,,,,,5.16,Columbia Shaft Guide Roller  (COLM-CT129B),,product_specific,,,,,https://walltools.com/columbia-shaft-guide-roller-COLM-ct129b,2026-09-10T00:30:04.079269Z
columbia::ct14,Columbia Tools,ct14,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,45.78,2.82,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,8.98,CT14 Columbia Taper Adjustable Brake Holder #5588,,missing,,,,,https://www.all-wall.com/CT14-Columbia-Taper-Adjustable-Brake-Holder-5588,2026-09-10T00:42:07.685855Z,,,,,,,,,,,6.16,Columbia Adjustable Brake Holder (COLM-CT14),,product_specific,,,,,https://walltools.com/columbia-adjustable-brake-holder-COLM-ct14,2026-09-10T00:28:26.756910Z
columbia::ct2,Columbia Tools,ct2,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,45.99,1.78,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,5.65,CT2 Columbia Taper Insert Bushing #5571,,missing,,,,,https://www.all-wall.com/CT2-Columbia-Taper-Insert-Bushing-5571,2026-09-10T00:42:10.070448Z,,,,,,,,,,,3.87,Columbia Nylatron Insert Bushing (COLM-CT2),,product_specific,,,,,https://walltools.com/columbia-nylatron-insert-bushing-COLM-ct2,2026-09-10T00:29:44.897488Z
columbia::ct23,Columbia Tools,ct23,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,41.31,3.21,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,10.98,CT23 Columbia Taper Reinforcing Rod #5597,,missing,,,,,https://www.all-wall.com/CT23-Columbia-Taper-Reinforcing-Rod-5597,2026-09-10T00:42:07.685855Z,,,,,,,,,,,7.77,Columbia Reinforcing Rod / Spacer Rod (COLM-CT23),,product_specific,,,,,https://walltools.com/columbia-reinforcing-rod-spacer-rod-COLM-ct23,2026-09-10T00:29:55.625676Z
columbia::ct29,Columbia Tools,ct29,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,45.51,1.47,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,4.70,CT29 Columbia Taper Nylatron Chain Roller #5602,,missing,,,,,https://www.all-wall.com/CT29-Columbia-Taper-Nylatron-Chain-Roller-5602,2026-09-10T00:42:07.684856Z,,,,,,,,,,,3.23,Columbia Right Nylatron Chain Roller (Small) (COLM-CT29),,product_specific,,,,,https://walltools.com/columbia-right-nylatron-chain-roller-small-COLM-ct29,2026-09-10T00:29:59.127722Z
columbia::ct31,Columbia Tools,ct31,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,41.41,2.41,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,8.23,CT31 Columbia Taper Chain Tension & Guide Bracke #5604,,missing,,,,,https://www.all-wall.com/CT31-Columbia-Taper-Chain-Tension-Guide-Bracke-5604,2026-09-10T00:42:07.684856Z,,,,,,,,,,,5.82,Columbia Chain Tension & Guide Bracke (COLM-CT31),,product_specific,,,,,https://walltools.com/columbia-chain-tension-guide-bracke-COLM-ct31,2026-09-10T00:28:43.920246Z
columbia::ct34,Columbia Tools,ct34,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,45.70,2.66,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,8.48,CT34 Columbia Taper Cover Plate Attachment Block #5607,,missing,,,,,https://www.all-wall.com/CT34-Columbia-Taper-Cover-Plate-Attachment-Block-5607,2026-09-10T00:42:07.683856Z,,,,,,,,,,,5.82,Columbia Cover Plate Attachment Block (COLM-CT34),,product_specific,,,,,https://walltools.com/columbia-cover-plate-attachment-block-COLM-ct34,2026-09-10T00:28:50.936479Z
columbia::ct35,Columbia Tools,ct35,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,41.80,1.35,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,4.58,CT35 Columbia Taper Cap Reinforcing Tab #5608,,missing,,,,,https://www.all-wall.com/CT35-Columbia-Taper-Cap-Reinforcing-Tab-5608,2026-09-10T00:42:07.683856Z,,,,,,,,,,,3.23,Columbia Cap Reinforcing Tab (COLM-CT35),,product_specific,,,,,https://walltools.com/columbia-cap-reinforcing-tab-COLM-ct35,2026-09-10T00:28:42.100081Z
columbia::ct4,Columbia Tools,ct4,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,45.74,0.59,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,1.88,CT4 Columbia Taper Left Wafer Bushing #5574,,missing,,,,,https://www.all-wall.com/CT4-Columbia-Taper-Left-Wafer-Bushing-5574,2026-09-10T00:42:07.687857Z,,,,,,,,,,,1.29,Columbia Left Wafer Bushing (COLM-CT4),,product_specific,,,,,https://walltools.com/columbia-left-wafer-bushing-COLM-ct4,2026-09-10T00:29:30.312779Z
columbia::ct5,Columbia Tools,ct5,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,45.74,0.59,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,1.88,CT5 Columbia Taper Right Wafer Bushing #5575,,missing,,,,,https://www.all-wall.com/CT5-Columbia-Taper-Right-Wafer-Bushing-5575,2026-09-10T00:42:07.687857Z,,,,,,,,,,,1.29,Columbia Right Wafer Bushing (COLM-CT5),,product_specific,,,,,https://walltools.com/columbia-right-wafer-bushing-COLM-ct5,2026-09-10T00:29:59.570238Z
columbia::ct50,Columbia Tools,ct50,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,41.41,2.41,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,8.23,CT50 Columbia Taper Crimping Wheel Bushing #5624,,missing,,,,,https://www.all-wall.com/CT50-Columbia-Taper-Crimping-Wheel-Bushing-5624,2026-09-10T00:42:07.682856Z,,,,,,,,,,,5.82,Columbia Crimping Wheel Bushing (COLM-CT50),,product_specific,,,,,https://walltools.com/columbia-crimping-wheel-bushing-COLM-ct50,2026-09-10T00:28:55.695991Z
columbia::ct51,Columbia Tools,ct51,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,41.60,1.61,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,5.48,CT51 Columbia Taper Spacer Bar #5828,,missing,,,,,https://www.all-wall.com/CT51-Columbia-Taper-Spacer-Bar-5828,2026-09-10T00:42:07.676855Z,,,,,,,,,,,3.87,Columbia Spacer Bar (COLM-CT51),,product_specific,,,,,https://walltools.com/columbia-spacer-bar-COLM-ct51,2026-09-10T00:30:08.753249Z
columbia::ct56,Columbia Tools,ct56,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,41.67,2.70,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,9.18,CT56 Columbia Taper Carriage Guide Rod Stop #5832,,missing,,,,,https://www.all-wall.com/CT56-Columbia-Taper-Carriage-Guide-Rod-Stop-5832,2026-09-10T00:42:07.675856Z,,,,,,,,,,,6.48,Columbia Carriage Guide Rod Stop (COLM-CT56),,product_specific,,,,,https://walltools.com/columbia-carriage-guide-rod-stop-COLM-ct56,2026-09-10T00:28:43.505238Z
columbia::ct58,Columbia Tools,ct58,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,41.31,3.21,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,10.98,CT58 Columbia Taper Guide Rod Bushing #5834,,missing,,,,,https://www.all-wall.com/CT58-Columbia-Taper-Guide-Rod-Bushing-5834,2026-09-10T00:42:07.675856Z,,,,,,,,,,,7.77,Columbia Guide Rod Bushing (COLM-CT58),,product_specific,,,,,https://walltools.com/columbia-guide-rod-bushing-COLM-ct58,2026-09-10T00:29:13.880837Z
columbia::ct63,Columbia Tools,ct63,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,49.61,0.64,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,1.93,Needle,,missing,,,,,https://www.all-wall.com/5837,2026-09-10T00:42:07.675856Z,,,,,,,,,,,1.29,Columbia Tape Advance Needle (COLM-CT63),,product_specific,,,,,https://walltools.com/columbia-tape-advance-needle-COLM-ct63,2026-09-10T00:30:13.693150Z
columbia::ct64,Columbia Tools,ct64,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,45.93,2.37,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,7.53,CT64 Columbia Taper Needle Return Shaft #5838,,missing,,,,,https://www.all-wall.com/CT64-Columbia-Taper-Needle-Return-Shaft-5838,2026-09-10T00:42:07.674856Z,,,,,,,,,,,5.16,Columbia Needle Return Shaft (COLM-CT64),,product_specific,,,,,https://walltools.com/columbia-needle-return-shaft-COLM-ct64,2026-09-10T00:29:42.027462Z
columbia::ct65,Columbia Tools,ct65,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,46.07,1.64,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,5.20,CT65 Columbia Taper Needle Return Spring #5839,,missing,,,,,https://www.all-wall.com/CT65-Columbia-Taper-Needle-Return-Spring-5839,2026-09-10T00:42:07.674856Z,,,,,,,,,,,3.56,Columbia Needle Return Spring (COLM-CT65),,product_specific,,,,,https://walltools.com/columbia-needle-return-spring-COLM-ct65,2026-09-10T00:29:42.542975Z
columbia::ct71,Columbia Tools,ct71,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,45.81,7.11,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,22.63,CT71 Columbia Taper Drive Sprocket Small #5844,,missing,,,,,https://www.all-wall.com/CT71-Columbia-Taper-Drive-Sprocket-Small-5844,2026-09-10T00:42:07.674856Z,,,,,,,,,,,15.52,Columbia Drive Sprocket - Small (COLM-CT71),,product_specific,,,,,https://walltools.com/columbia-drive-sprocket-small-COLM-ct71,2026-09-10T00:29:01.510048Z
columbia::ct76,Columbia Tools,ct76,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,45.92,0.45,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,1.43,CT76 Columbia Taper Nylatron Washer #5847,,missing,,,,,https://www.all-wall.com/CT76-Columbia-Taper-Nylatron-Washer-5847,2026-09-10T00:42:07.673854Z,,,,,,,,,,,0.98,Columbia Nylatron Washer (COLM-CT76),,product_specific,,,,,https://walltools.com/columbia-nylatron-washer-COLM-ct76,2026-09-10T00:29:44.294487Z
columbia::ct81,Columbia Tools,ct81,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,41.54,1.08,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,3.68,CT81 Columbia Taper Clutch Return Spring #5853,,missing,,,,,https://www.all-wall.com/CT81-Columbia-Taper-Clutch-Return-Spring-5853,2026-09-10T00:42:04.793750Z,,,,,,,,,,,2.60,Columbia Clutch Return Spring (COLM-CT81),,product_specific,,,,,https://walltools.com/columbia-clutch-return-spring-COLM-ct81,2026-09-10T00:28:47.031943Z
columbia::ct83,Columbia Tools,ct83,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,45.51,1.47,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,4.70,CT83 Columbia Taper Clutch Dog #5855,,missing,,,,,https://www.all-wall.com/CT83-Columbia-Taper-Clutch-Dog-5855,2026-09-10T00:42:04.793750Z,,,,,,,,,,,3.23,Columbia Clutch Dog (COLM-CT83),,product_specific,,,,,https://walltools.com/columbia-clutch-dog-COLM-ct83,2026-09-10T00:28:44.316755Z
columbia::ct87a,Columbia Tools,ct87a,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,41.31,3.21,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,10.98,CT87A Columbia Taper Bracket Base #5860,,missing,,,,,https://www.all-wall.com/CT87A-Columbia-Taper-Bracket-Base-5860,2026-09-10T00:42:04.793750Z,,,,,,,,,,,7.77,Columbia Bracket Base (COLM-CT87A),,product_specific,,,,,https://walltools.com/columbia-bracket-base-COLM-ct87a,2026-09-10T00:28:37.205033Z
columbia::ct91,Columbia Tools,ct91,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,45.99,1.78,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,5.65,CT91 Columbia Taper Release Clip Bushing #5865,,missing,,,,,https://www.all-wall.com/CT91-Columbia-Taper-Release-Clip-Bushing-5865,2026-09-10T00:42:04.792750Z,,,,,,,,,,,3.87,Columbia Clutch Release Cam Bushing (COLM-CT91),,product_specific,,,,,https://walltools.com/columbia-clutch-release-cam-bushing-COLM-ct91,2026-09-10T00:28:46.844428Z
columbia::ct92a,Columbia Tools,ct92a,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,45.38,1.18,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,3.78,CT92A Columbia Taper L Clip #5867,,missing,,,,,https://www.all-wall.com/CT92A-Columbia-Taper-L-Clip-5867,2026-09-10T00:42:04.792750Z,,,,,,,,,,,2.60,"Columbia Toe Kicker Cable Retainer Clip ""L"" Clip (COLM-CT92A)",,product_specific,,,,,https://walltools.com/columbia-toe-kicker-cable-retainer-clip-l-clip-COLM-ct92a,2026-09-10T00:30:32.206360Z
columbia::ct94,Columbia Tools,ct94,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,45.70,2.07,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,6.60,CT94 Columbia Taper Mud Shut Off Upper Plate #5869,,missing,,,,,https://www.all-wall.com/CT94-Columbia-Taper-Mud-Shut-Off-Upper-Plate-5869,2026-09-10T00:42:04.791750Z,,,,,,,,,,,4.53,Columbia Mud Gate Upper Plate (COLM-CT94),,product_specific,,,,,https://walltools.com/columbia-mud-gate-upper-plate-COLM-ct94,2026-09-10T00:29:37.451290Z
columbia::ct96,Columbia Tools,ct96,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,45.13,1.02,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,3.28,CT96 Columbia Taper Mud Shut Off Gasket #5871,,missing,,,,,https://www.all-wall.com/CT96-Columbia-Taper-Mud-Shut-Off-Gasket-5871,2026-09-10T00:42:04.791750Z,,,,,,,,,,,2.26,Columbia Mud Gate Gasket (COLM-CT96),,product_specific,,,,,https://walltools.com/columbia-mud-gate-gasket-COLM-ct96,2026-09-10T00:29:36.485290Z
columbia::ct98,Columbia Tools,ct98,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,45.93,2.37,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,7.53,CT98 Columbia Taper Mud Supply Seal Plate #5960,,missing,,,,,https://www.all-wall.com/CT98-Columbia-Taper-Mud-Supply-Seal-Plate-5960,2026-09-10T00:42:04.784749Z,,,,,,,,,,,5.16,Columbia Mud Supply Seal Plate & Shaft (COLM-CT98),,product_specific,,,,,https://walltools.com/columbia-mud-supply-seal-plate-shaft-COLM-ct98,2026-09-10T00:29:38.200951Z
columbia::fa200,Columbia Tools,fa200,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,90.91,0.50,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,1.05,"FA200 1/16"" X 1/4"" Split Pin #6001",,missing,,,,,https://www.all-wall.com/FA200-1-16-X-1-4-Split-Pin-6001,2026-09-10T00:42:04.781751Z,,,,,,,,,,,0.55,Columbia 1/16 x 1/4 Split Pin (COLM-FA200),,product_specific,,,,,https://walltools.com/columbia-1-16-x-1-4-split-pin-COLM-fa200,2026-09-10T00:27:31.887031Z
columbia::fa201,Columbia Tools,fa201,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,90.91,0.50,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,1.05,FA201 Columbia 1/16in X 3/8in Split Pin #6002,,missing,,,,,https://www.all-wall.com/FA201-Columbia-1-16in-X-3-8in-Split-Pin-6002,2026-09-10T00:42:04.781751Z,,,,,,,,,,,0.55,Columbia 1/16 x 3/8 Split Pin (COLM-FA201),,product_specific,,,,,https://walltools.com/columbia-1-16-x-3-8-split-pin-COLM-fa201,2026-09-10T00:27:29.782037Z
columbia::fa209,Columbia Tools,fa209,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,90.91,0.50,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,1.05,FA209 Columbia 4-40 X 1/8in Flat Head Screw #6004,,missing,,,,,https://www.all-wall.com/FA209-Columbia-4-40-X-1-8in-Flat-Head-Screw-6004,2026-09-10T00:42:04.781751Z,,,,,,,,,,,0.55,Columbia 4-40 x 1/8 Flat Slot (COLM-FA209),,product_specific,,,,,https://walltools.com/columbia-4-40-x-1-8-flat-slot-COLM-fa209,2026-09-10T00:27:57.969380Z
