DTB Row,DTB Product Type,DTB Parent SKU,DTB SKU,DTB Brand,DTB Product,DTB Effective Price,DTB Price Basis,DTB Price Warnings,Verified Competitor Count,Distinct Verified Prices,Market Price Status,Market Price,Market Price Evidence Count,Observed Price Spread,DTB vs Market Price,DTB vs Market Price %,Review Candidate Count,Recommended Review Status,Approved Alias Evidence Count,All-Wall Verified,All-Wall Identity,All-Wall SKU,All-Wall Product,All-Wall Price,All-Wall Duplicate Count,All-Wall Observed Duplicate Prices,All-Wall Evidence Quality,Al's Taping Tools Verified,Al's Taping Tools Identity,Al's Taping Tools SKU,Al's Taping Tools Product,Al's Taping Tools Price,Al's Taping Tools Duplicate Count,Al's Taping Tools Observed Duplicate Prices,Al's Taping Tools Evidence Quality,Wall Tools Verified,Wall Tools Identity,Wall Tools SKU,Wall Tools Product,Wall Tools Price,Wall Tools Duplicate Count,Wall Tools Observed Duplicate Prices,Wall Tools Evidence Quality
67,variation,COL-FLAT-FINISHER-BOX,14FFB,Columbia Tools,"Columbia Flat Finisher Box - 14""",421.79,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,0.20,,,0,Price Conflict - Review Required,0,yes,columbia::14ffb,14FFB,"Columbia 14"" Flat Finishing Box",421.99,0,421.99,verified_exact_identity,yes,columbia::14ffb,14FFB,"Columbia 14"" Drywall Flat Finishing Box",421.79,0,421.79,verified_exact_identity,no,,,,,0,,
68,variation,COL-GOOSENECK,GN,Columbia Tools,Columbia Gooseneck - Standard,100.42,regular_price,,3,2,MARKET_PRICE_CONFLICT,,0,0.84,,,0,Price Conflict - Review Required,0,yes,columbia::gn,GN,Columbia Gooseneck,108.99,0,108.99,verified_exact_identity,yes,columbia::gn,GN,Columbia Gooseneck,108.15,0,108.15,verified_exact_identity,yes,columbia::gn,GN,Columbia Gooseneck,108.15,0,108.15,verified_exact_identity
69,variation,COL-GOOSENECK,TBGN,Columbia Tools,Columbia Gooseneck - Tall Boy,146.00,regular_price,,3,1,MARKET_PRICE_VERIFIED_3_OF_3,146.00,3,0.00,0.00,0.00,0,Verified Market Price - 3/3,0,yes,columbia::tbgn,TBGN,Columbia Tall Boy Gooseneck,146.00,0,146.00,verified_exact_identity,yes,columbia::tbgn,TBGN,Columbia Tall Boy Gooseneck,146.00,0,146.00,verified_exact_identity,yes,columbia::tbgn,TBGN,Columbia Tall Boy Gooseneck,146.00,0,146.00,verified_exact_identity
73,variation,COL-HOT-MUD-PUMP,HMP,Columbia Tools,Columbia Hot Mud Pump - Standard,410.97,regular_price,,3,2,MARKET_PRICE_CONFLICT,,0,0.02,,,0,Price Conflict - Review Required,0,yes,columbia::hmp,HMP,Columbia Loading Pump,410.99,0,410.99,verified_exact_identity,yes,columbia::hmp,HMP,Columbia Hot Mud Pump,410.97,0,410.97,verified_exact_identity,yes,columbia::hmp,HMP,Columbia Quick Clean Mud Pump,410.97,0,410.97,verified_exact_identity
74,variation,COL-HOT-MUD-PUMP,TBMP,Columbia Tools,Columbia Hot Mud Pump - Tall Boy,540.03,regular_price,,3,3,MARKET_PRICE_CONFLICT,,0,0.92,,,0,Price Conflict - Review Required,0,yes,columbia::tbmp,TBMP,Columbia Tall Boy Loading Pump,492.99,0,492.99,verified_exact_identity,yes,columbia::tbmp,TBMP,Columbia Tall Boy Loading Pump,492.08,0,492.08,verified_exact_identity,yes,columbia::tbmp,TBMP,Columbia Tall Boy Mud Pump,492.07,0,492.07,verified_exact_identity
75,variation,COL-HOT-MUD-PUMP,HMP-C,Columbia Tools,Columbia Hot Mud Pump - CDN,380.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,1,Identity Review Required,0,no,,,,,0,,,no,,HMP,Columbia Hot Mud Pump,,0,,review_only,no,,,,,0,,
76,variation,COL-MATRIX-FLAT-BOX-HANDLE,MHS,Columbia Tools,"Columbia Matrix Flat Box Handle - 29""-39""",375.00,regular_price,,3,2,MARKET_PRICE_CONFLICT,,0,0.32,,,1,Price Conflict - Review Required,0,yes,columbia::mhs,MHS,Columbia MATRIX Extendable Short Flat Box Handle,340.99,0,340.99,verified_exact_identity,yes,columbia::mhs,MHS,"Columbia Short Matrix Flat Box Handle 29""-39""",340.67,0,340.67,verified_exact_identity,yes,columbia::mhs,MHS,Columbia Matrix Short Flat Box Handle,340.67,1,340.67,verified_exact_identity
77,variation,COL-MATRIX-FLAT-BOX-HANDLE,MH,Columbia Tools,"Columbia Matrix Flat Box Handle - 40""-60""",409.00,regular_price,,3,2,MARKET_PRICE_CONFLICT,,0,0.50,,,0,Price Conflict - Review Required,0,yes,columbia::mh,MH,Columbia MATRIX Extendable Flat Box Handle,351.99,0,351.99,verified_exact_identity,yes,columbia::mh,MH,Columbia MATRIX Extendable Flat Box Handle,351.49,0,351.49,verified_exact_identity,yes,columbia::mh,MH,Columbia Matrix Flat Box Handle,351.49,0,351.49,verified_exact_identity
78,variation,COL-MATRIX-FLAT-BOX-HANDLE,MHL,Columbia Tools,"Columbia Matrix Flat Box Handle - 56""-76""",495.00,regular_price,,3,2,MARKET_PRICE_CONFLICT,,0,0.87,,,1,Price Conflict - Review Required,0,yes,columbia::mhl,MHL,Columbia MATRIX XL Extendable Flat Box Handle,373.99,0,373.99,verified_exact_identity,yes,columbia::mhl,MHL,"Columbia Matrix Long Extendable Drywall Flat Box Handle 56"" to 76""",373.12,0,373.12,verified_exact_identity,yes,columbia::mhl,MHL,Columbia Matrix Long Flat Box Handle,373.12,1,373.12,verified_exact_identity
79,variation,COL-NAIL-SPOTTER,2NS,Columbia Tools,"Columbia Nail Spotter - 2""",324.00,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,0.58,,,1,Price Conflict - Review Required,0,yes,columbia::2ns,2NS,"Columbia Taping Tools 2"" Hinged Nail Spotter Head Only",297.99,0,297.99,verified_exact_identity,yes,columbia::2ns,2NS,"Columbia Taping Tools 2"" Nail Spotter",297.41,0,297.41,verified_exact_identity,no,,NS,Columbia Nail Spotter,,0,,review_only
80,variation,COL-NAIL-SPOTTER,3NS,Columbia Tools,"Columbia Nail Spotter - 3""",324.00,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,0.76,,,1,Price Conflict - Review Required,0,yes,columbia::3ns,3NS,"Columbia Taping Tools 3"" Hinged Nail Spotter Head Only",308.99,0,308.99,verified_exact_identity,yes,columbia::3ns,3NS,"Columbia Taping Tools 3"" Hinged Nail Spotter",308.23,0,308.23,verified_exact_identity,no,,NS,Columbia Nail Spotter,,0,,review_only
83,variation,COL-ONE-HANDLE,C1HEXT,Columbia Tools,Columbia One Handle - Extendable 3'-5',135.45,regular_price,,3,3,MARKET_PRICE_CONFLICT,,0,0.81,,,0,Price Conflict - Review Required,0,yes,columbia::c1hext,C1HEXT,Columbia ONE Extendable Handle,135.99,0,135.99,verified_exact_identity,yes,columbia::c1hext,C1HEXT,Columbia ONE Extendable Handle 3'-5',135.19,0,135.19,verified_exact_identity,yes,columbia::c1hext,C1HEXT,Columbia 3-5 ft. Extendable Columbia One Handle,135.18,0,135.18,verified_exact_identity
84,variation,COL-ONE-HANDLE,CHXL,Columbia Tools,Columbia One Handle - Long Extendable 4'-8',174.49,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,0.96,,,0,Price Conflict - Review Required,0,yes,columbia::chxl,CHXL,Columbia Extendable Roller Handle 4'-8',173.99,0,173.99,verified_exact_identity,no,,,,,0,,,yes,columbia::chxl,CHXL,Columbia 4-8 ft. Extendable Handle,173.03,0,173.03,verified_exact_identity
85,variation,COL-ONE-HANDLE,C1HS,Columbia Tools,Columbia One Handle - Stubby,49.44,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,yes,columbia::c1hs,C1HS,Columbia One Handle Stubby C1HS,49.44,0,49.44,verified_exact_identity,no,,,,,0,,,no,,,,,0,,
86,variation,COL-ONE-HANDLE,C1H,Columbia Tools,Columbia One Handle - Fixed,64.89,regular_price,,3,3,MARKET_PRICE_CONFLICT,,0,0.11,,,0,Price Conflict - Review Required,0,yes,columbia::c1h,C1H,Columbia ONE Handle,64.99,0,64.99,verified_exact_identity,yes,columbia::c1h,C1H,Columbia ONE Handle,64.89,0,64.89,verified_exact_identity,yes,columbia::c1h,C1H,Columbia 4 ft. Columbia One Handle,64.88,0,64.88,verified_exact_identity
87,variation,COL-OUTSIDE-CORNER-ROLLER,COBCR,Columbia Tools,Columbia Outside Corner Roller - Standard,86.52,regular_price,,3,2,MARKET_PRICE_CONFLICT,,0,0.48,,,0,Price Conflict - Review Required,0,yes,columbia::cobcr,COBCR,Columbia 90° Outside Bead Corner Roller,87.00,0,87.00,verified_exact_identity,yes,columbia::cobcr,COBCR,Columbia Taping Tools Standard Outside 90 Corner Bead Roller,86.52,0,86.52,verified_exact_identity,yes,columbia::cobcr,COBCR,Columbia Outside 90 Degree Bead Roller,86.52,0,86.52,verified_exact_identity
88,variation,COL-OUTSIDE-CORNER-ROLLER,CBNCR,Columbia Tools,Columbia Outside Corner Roller - Bullnose,86.52,regular_price,,3,3,MARKET_PRICE_CONFLICT,,0,3.54,,,0,Price Conflict - Review Required,0,yes,columbia::cbncr,CBNCR,Columbia Outside Bullnose Corner Roller,87.00,0,87.00,verified_exact_identity,yes,columbia::cbncr,CBNCR,Columbia Outside Bullnose Corner Roller,86.52,0,86.52,verified_exact_identity,yes,columbia::cbncr,CBNCR,Columbia Outside Bullnose Bead Roller,90.06,0,90.06,verified_exact_identity
89,variation,COL-OUTSIDE-CORNER-ROLLER,COBCRE,Columbia Tools,Columbia Outside Corner Roller - European,79.06,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
90,variation,COL-OUTSIDE-CORNER-ROLLER,COBCRW,Columbia Tools,Columbia Outside Corner Roller - Wide,86.52,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,0.48,,,0,Price Conflict - Review Required,0,yes,columbia::cobcrw,COBCRW,Columbia Tools Wide Outside Bead Roller,87.00,0,87.00,verified_exact_identity,yes,columbia::cobcrw,COBCRW,Columbia Taping Tools Superwide Outside 90 Corner Bead Roller,86.52,0,86.52,verified_exact_identity,no,,,,,0,,
94,variation,COL-PREDATOR-MATRIX-HANDLE,PMHS,Columbia Tools,"Columbia Predator Matrix Handle - Short 29""-39""",384.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
95,variation,COL-PREDATOR-MATRIX-HANDLE,PMH,Columbia Tools,"Columbia Predator Matrix Handle - 40""-60""",418.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
96,variation,COL-PREDATOR-MATRIX-HANDLE,PMHL,Columbia Tools,"Columbia Predator Matrix Handle - Long 56""-76""",503.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
97,variation,COL-PREDATOR-ONE-HANDLE,PC1HEXT,Columbia Tools,Columbia Predator One Handle - Extendable 3'-5',169.70,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,yes,columbia::pc1hext,PC1HEXT,Columbia Predator One Extendable Carbon Fiber Handle (3-5'),160.27,0,160.27,verified_exact_identity,no,,,,,0,,
98,variation,COL-PREDATOR-ONE-HANDLE,PC1H,Columbia Tools,Columbia Predator One Handle - 4' Fixed,95.79,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,yes,columbia::pc1h,PC1H,Columbia Predator One Carbon Fiber Handle,95.79,0,95.79,verified_exact_identity,no,,,,,0,,
99,variation,COL-PREDATOR-ONE-HANDLE,PCHXL,Columbia Tools,Columbia Predator One Handle - Long Extendable 4'-8',216.15,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
100,variation,COL-STANDARD-FLUSHER,2.5SF,Columbia Tools,"Columbia Standard Flusher - 2.5""",116.80,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,0.19,,,0,Price Conflict - Review Required,0,yes,columbia::2.5sf,2.5SF,"Columbia 2.5"" Standard Corner Flusher",116.99,0,116.99,verified_exact_identity,yes,columbia::2.5sf,2.5SF,"Columbia Taping Tools 2.5"" Standard Drywall Corner Flusher with Wheels",116.80,0,116.80,verified_exact_identity,no,,,,,0,,
102,variation,COL-STANDARD-FLUSHER,3SF,Columbia Tools,"Columbia Standard Flusher - 3""",122.21,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,0.78,,,0,Price Conflict - Review Required,0,yes,columbia::3sf,3SF,"Columbia 3"" Standard Corner Flusher",122.99,0,122.99,verified_exact_identity,yes,columbia::3sf,3SF,"Columbia Taping Tools 3"" Standard Drywall Corner Flusher with Wheels",122.21,0,122.21,verified_exact_identity,no,,,,,0,,
103,variation,COL-STANDARD-FLUSHER,3WTSF,Columbia Tools,"Columbia Standard Flusher - 3"" Widetrack",127.62,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,yes,columbia::3wtsf,3WTSF,"Columbia 3"" Widetrack Standard Corner Flusher",127.99,0,127.99,verified_exact_identity,no,,,,,0,,,no,,,,,0,,
104,variation,COL-STANDARD-FLUSHER,3.5SF,Columbia Tools,"Columbia Standard Flusher - 3.5""",133.02,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,0.97,,,0,Price Conflict - Review Required,0,yes,columbia::3.5sf,3.5SF,"Columbia 3.5"" Standard Corner Flusher",133.99,0,133.99,verified_exact_identity,yes,columbia::3.5sf,3.5SF,"Columbia Taping Tools 3.5"" Standard Drywall Corner Flusher with Wheels",133.02,0,133.02,verified_exact_identity,no,,,,,0,,
105,variation,COL-STANDARD-FLUSHER,4SF,Columbia Tools,"Columbia Standard Flusher - 4""",140.60,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,yes,columbia::4sf,4SF,"Columbia Taping Tools 4"" Standard Drywall Corner Flusher with Wheels",140.60,0,140.60,verified_exact_identity,no,,,,,0,,
106,variation,COL-THROTTLE-CORNER-FLUSHER-BOX,7CFB,Columbia Tools,"Columbia Throttle Corner Flusher Box - 7""",313.64,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,0.35,,,0,Price Conflict - Review Required,0,yes,columbia::7cfb,7CFB,"Columbia 7"" ThrottleBox Angle Box 7CFB",313.99,0,313.99,verified_exact_identity,yes,columbia::7cfb,7CFB,"Columbia 7"" ThrottleBox Angle Box",313.64,0,313.64,verified_exact_identity,no,,,,,0,,
107,variation,COL-THROTTLE-CORNER-FLUSHER-BOX,8CFB,Columbia Tools,"Columbia Throttle Corner Flusher Box - 8""",334.37,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,0.54,,,0,Price Conflict - Review Required,0,yes,columbia::8cfb,8CFB,"Columbia 8"" ThrottleBox Angle Box 8CFB",324.99,0,324.99,verified_exact_identity,yes,columbia::8cfb,8CFB,"Columbia 8"" ThrottleBox Angle Box",324.45,0,324.45,verified_exact_identity,no,,,,,0,,
108,simple,,TCS,Columbia Tools,Columbia Semi-Automatic Tool Case,203.50,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,yes,columbia::tcs,TCS,Columbia Semi-Automatic Tool Case,210.99,0,210.99,verified_exact_identity,no,,,,,0,,,no,,,,,0,,
109,simple,,RC,Columbia Tools,Columbia Road Case,1020.16,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,0.83,,,0,Price Conflict - Review Required,0,yes,columbia::rc,RC,Columbia Road Case,1020.99,0,1020.99,verified_exact_identity,yes,columbia::rc,RC,Columbia Road Case,1020.16,0,1020.16,verified_exact_identity,no,,,,,0,,
111,variation,COL-UHMW-MUD-APPLICATOR,FMH,Columbia Tools,Columbia UHMW Mud Applicator - L-Trim,98.00,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,0.06,,,0,Price Conflict - Review Required,0,yes,columbia::fmh,FMH,Columbia L-Trim Mud Applicator Head,91.99,0,91.99,verified_exact_identity,yes,columbia::fmh,FMH,Columbia L-Trim Mud Applicator Head FMH,91.93,0,91.93,verified_exact_identity,no,,,,,0,,
112,variation,COL-UHMW-MUD-APPLICATOR,IA90,Columbia Tools,Columbia UHMW Mud Applicator - Inside 90°,98.00,regular_price,,3,2,MARKET_PRICE_CONFLICT,,0,0.06,,,0,Price Conflict - Review Required,0,yes,columbia::ia90,IA90,Columbia Inside 90 Mud Applicator Head,91.99,0,91.99,verified_exact_identity,yes,columbia::ia90,IA90,Columbia 90 Inside Corner Mud Head,91.93,0,91.93,verified_exact_identity,yes,columbia::ia90,IA90,Columbia Inside 90 Mud Head,91.93,0,91.93,verified_exact_identity
113,variation,COL-UHMW-MUD-APPLICATOR,OA90,Columbia Tools,Columbia UHMW Mud Applicator - Outside 90°,98.00,regular_price,,3,2,MARKET_PRICE_CONFLICT,,0,0.06,,,0,Price Conflict - Review Required,0,yes,columbia::oa90,OA90,Columbia Tools Drywall Outside Corner Bead Mud Applicator,91.99,0,91.99,verified_exact_identity,yes,columbia::oa90,OA90,Columbia Tools Drywall Outside Corner Bead Mud Applicator,91.93,0,91.93,verified_exact_identity,yes,columbia::oa90,OA90,Columbia Outside 90 Mud Head,91.93,0,91.93,verified_exact_identity
114,variation,COL-UHMW-MUD-APPLICATOR,OA90-325,Columbia Tools,Columbia UHMW Mud Applicator - Outside 90° 325,91.93,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
115,simple,,SACS,Columbia Tools,Columbia Commando Set,1157.93,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,no,,,,,0,,,yes,columbia::sacs,SACS,Columbia Semi Automatic Commando Set,1157.93,0,1157.93,verified_exact_identity
116,simple,,CPFP,Columbia Tools,Columbia PowerFill 3.5 Pro Series Cordless Loading Pump,1473.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
117,simple,,CPFGN,Columbia Tools,Columbia Powerfill 5 Gallon Taper Gooseneck Fill Tube,275.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
118,simple,,FA280,Columbia Tools,#10 Belleville Washer,1.00,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,0.50,,,1,Price Conflict - Review Required,0,yes,columbia::fa280,FA280,FA280 Columbia #10 Belleville Washer,1.05,0,1.05,verified_exact_identity,no,,219064-A,Columbia #10 Belleville Washer - FA280,,0,,review_only,yes,columbia::fa280,FA280,Columbia #10 Belleville Washer (COLM-FA280),0.55,0,0.55,verified_exact_identity
119,simple,,FA268,Columbia Tools,#10 Flat Washer,2.25,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,0.01,,,0,Price Conflict - Review Required,0,yes,columbia::fa268,FA268,#10 Flat Washer,0.54,0,0.54,verified_exact_identity,no,,,,,0,,,yes,columbia::fa268,FA268,Columbia #10 Flat Washer (COLM-FA268),0.55,0,0.55,verified_exact_identity
120,simple,,FA270,Columbia Tools,"#10 x 3/4"" Fender Washer",2.50,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,0.62,,,0,Price Conflict - Review Required,0,yes,columbia::fa270,FA270,FA270 Columbia #10 X 3/4in Fender Washer #6029,2.10,0,2.10,verified_exact_identity,no,,,,,0,,,yes,columbia::fa270,FA270,Columbia #10 x ¾” Fender Washer (COLM-FA270),1.48,0,1.48,verified_exact_identity
121,simple,,FA228,Columbia Tools,#6 Flat Washer,1.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,no,,,,,0,,,yes,columbia::fa228,FA228,Columbia #6 Flat Washer (COLM-FA228),0.55,0,0.55,verified_exact_identity
122,simple,,FA229,Columbia Tools,#6 Lock Washer,1.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,no,,,,,0,,,yes,columbia::fa229,FA229,Columbia #6 Lock Washer (COLM-FA229),0.55,0,0.55,verified_exact_identity
123,simple,,FA230,Columbia Tools,#6 Star Washer,1.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,no,,,,,0,,,yes,columbia::fa230,FA230,Columbia #6 Star Washer (COLM-FA230),0.55,0,0.55,verified_exact_identity
124,simple,,FA253,Columbia Tools,#8 Flat Washer,1.85,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,0.50,,,1,Price Conflict - Review Required,0,yes,columbia::fa253,FA253,FA253 Columbia #8 Flat Washer #6019,1.05,0,1.05,verified_exact_identity,no,tapetech::fa253,FA253,#8 Flat Washer - FA253,,0,,review_only,yes,columbia::fa253,FA253,Columbia #8 Flat Washer (COLM-FA253),0.55,0,0.55,verified_exact_identity
125,simple,,FA252,Columbia Tools,#8 Star Washer,2.05,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,0.60,,,0,Price Conflict - Review Required,0,yes,columbia::fa252,FA252,FA252 Columbia #8 Star Washer #10453,1.15,0,1.15,verified_exact_identity,no,,,,,0,,,yes,columbia::fa252,FA252,Columbia #8 Star Washer (COLM-FA252),0.55,0,0.55,verified_exact_identity
126,simple,,FA202,Columbia Tools,"1/16 X 1/2"" Cotter Pin",1.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,no,,,,,0,,,yes,columbia::fa202,FA202,Columbia 1/16 x 1/2 in. Cotter Pin (COLM-FA202),0.55,0,0.55,verified_exact_identity
127,simple,,FA200,Columbia Tools,"1/16 x 1/4"" Split Pin",1.00,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,0.50,,,0,Price Conflict - Review Required,0,yes,columbia::fa200,FA200,"FA200 1/16"" X 1/4"" Split Pin #6001",1.05,0,1.05,verified_exact_identity,no,,,,,0,,,yes,columbia::fa200,FA200,Columbia 1/16 x 1/4 Split Pin (COLM-FA200),0.55,0,0.55,verified_exact_identity
128,simple,,FA203,Columbia Tools,"1/16 x 3/4"" Cotter Pin",1.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,no,,,,,0,,,yes,columbia::fa203,FA203,Columbia 1/16 x 3/4 Cotter Pin (COLM-FA203),0.55,0,0.55,verified_exact_identity
129,simple,,FA3,Columbia Tools,"1/2"" x 7/8"" Flat Washer",2.50,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,0.62,,,0,Price Conflict - Review Required,0,yes,columbia::fa308,FA308,FA308 Columbia 33/64 X 7/8in Flat Washer #6055,2.10,0,2.10,verified_exact_identity,no,,,,,0,,,yes,columbia::fa308,FA308,Columbia 1/2 x 7/8 Flat Washer (COLM-FA308),1.48,0,1.48,verified_exact_identity
130,simple,,CT109,Columbia Tools,1/4 - 20 Hex Nut,6.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,1,Single-Source Evidence + Review Candidates,0,no,columbia::ct109,CT109,CT114 Columbia Taper Cable Retaining Nut #5972,,0,,review_only,no,,,,,0,,,yes,columbia::ct109,CT109,Columbia 1/4 - 20 Hex Nut (COLM-CT109),4.53,0,4.53,verified_exact_identity
131,simple,,FA296,Columbia Tools,"1/4 -20 x 1/2"" Hex Bolt",3.35,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,0.31,,,0,Price Conflict - Review Required,0,yes,columbia::fa296,FA296,FA296 Columbia 1/4-20 X 1/2in Hex Bolt #6046,1.00,0,1.00,verified_exact_identity,no,,,,,0,,,yes,columbia::fa296,FA296,Columbia 1/4-20 x 1/2 Hex Bolt (COLM-FA296),0.69,0,0.69,verified_exact_identity
132,simple,,FA295,Columbia Tools,"1/4 x 1/2"" Flathead Socket",3.45,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,0.50,,,0,Price Conflict - Review Required,0,yes,columbia::fa295,FA295,FA295 Columbia 1/4-20 X 1/2in Flat Socket #6045,1.05,0,1.05,verified_exact_identity,no,,,,,0,,,yes,columbia::fa295,FA295,Columbia -20 x  in. Flat Head Socket Screw (COLM-FA295),0.55,0,0.55,verified_exact_identity
133,simple,,FA379,Columbia Tools,"1/4"" SS E-Clip",3.25,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
134,simple,,FA286,Columbia Tools,"1/4"" x 1/2"" Flat Washer",1.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,no,,,,,0,,,yes,columbia::fa286,FA286,Columbia  x  in. Flat Washer (COLM-FA286),0.55,0,0.55,verified_exact_identity
135,simple,,FA288,Columbia Tools,"1/4"" X 3/4"" Split Pin",2.25,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,0.33,,,0,Price Conflict - Review Required,0,yes,columbia::fa288,FA288,FA288 Columbia 1/4in X 1/2in Split Pin #6040,2.36,0,2.36,verified_exact_identity,no,,,,,0,,,yes,columbia::fa288,FA288,Columbia  x  in. Split Pin (COLM-FA288),2.03,0,2.03,verified_exact_identity
136,simple,,FA291,Columbia Tools,1/4-20 Hex Nut,2.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,no,,,,,0,,,yes,columbia::fa291,FA291,Columbia 1/4-20 Hex Nut (COLM-FA291),1.16,0,1.16,verified_exact_identity
137,simple,,FA299,Columbia Tools,"1/4-20 x 1 1/2"" Pan Phillips",4.00,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,1.62,,,0,Price Conflict - Review Required,0,yes,columbia::fa299,FA299,"1/4-20 X 1-1/2"" Hex Bolt",4.33,0,4.33,verified_exact_identity,no,,,,,0,,,yes,columbia::fa299,FA299,Columbia 1/4-20 x 1-1/2 Hex Bolt (COLM-FA299),2.71,0,2.71,verified_exact_identity
