dtb_brand,dtb_product_name,dtb_sku,dtb_mpn,dtb_regular_price,dtb_sale_price,dtb_map_price,allwall_product_name,allwall_sku,allwall_url,allwall_regular_price,allwall_sale_price,allwall_current_price,allwall_availability,match_status,match_confidence,match_method,price_vs_dtb_map,evidence_notes,checked_at
Columbia Tools,"Blade Holder - 2""",HNS8-2,HNS8-2,33.00,,,HNS8-2 Columbia Nail Spotter Blade Holder 2in #12527,"HNS8-2""",https://www.all-wall.com/HNS8-2-Columbia-Nail-Spotter-Blade-Holder-2in-12527,,,38.44,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,"All-Wall displayed MPN HNS8-2"" exactly matches DTB SKU HNS8-2 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.",2026-09-17T01:42:21Z
Columbia Tools,"Blade Holder - 3""",HNS8-3,HNS8-3,33.00,,,HNS8-3 Columbia Nail Spotter Blade Holder 3in #12528,HNS8-3”,https://www.all-wall.com/HNS8-3-Columbia-Nail-Spotter-Blade-Holder-3in-12528,,,38.44,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN HNS8-3” exactly matches DTB SKU HNS8-3 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,"Bottom Retainer Corner Clip - 3.5""",AH9A,AH9A,11.50,,,AH9-3.5 Columbia Angle Head Retainer Clip (Long) 3.5in #5815,AH9A,https://www.all-wall.com/AH9-3-5-Columbia-Angle-Head-Retainer-Clip-Long-3-5in-5815,,,11.32,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN AH9A exactly matches DTB SKU AH9A after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Bottom Retainer Corner Clip - Standard,AH9,AH9,10.00,,,AH9 Columbia Angle Head Retainer Clip (Long) #5814,AH9,https://www.all-wall.com/AH9-Columbia-Angle-Head-Retainer-Clip-Long-5814,,,12.25,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN AH9 exactly matches DTB SKU AH9 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Brake Connecting Strap - 3',BH9-3,BH9-3,27.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,"Brake Connecting Strap - 42""",BH9-42,BH9,29.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Brake Connecting Strap - 4',BH9-4,BH9-4,31.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Brake Connecting Strap - 5',BH9-5,BH9-5,33.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Brake Connecting Strap - 6',BH9-6,BH9-6,35.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Bleeder Screw,HH16A,HH16A,17.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Bottom Cap,HH10B,HH10B,2.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Box Mount,CFB8,CFB8,44.00,,,CFB8 Columbia Angle Box Handle Mount Casting #5549,CFB8,https://www.all-wall.com/CFB8-Columbia-Angle-Box-Handle-Mount-Casting-5549,,,52.72,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CFB8 exactly matches DTB SKU CFB8 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Box Wheel,FFB36,FFB36,5.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Bracket Brace,CT87A,CT87A,14.50,,,CT87A Columbia Taper Bracket Base #5860,CT87A,https://www.all-wall.com/CT87A-Columbia-Taper-Bracket-Base-5860,,,10.98,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CT87A exactly matches DTB SKU CT87A after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Brake,HH7,HH7,22.00,,,HH7 Columbia Hydra Handle Brake #6148,HH7,https://www.all-wall.com/HH7-Columbia-Hydra-Handle-Brake-6148,,,26.52,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN HH7 exactly matches DTB SKU HH7 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Brake Activation Rod,MH9A,MH9A,24.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Brake Dog,CT16,CT16,15.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Brake Pin,HH13,HH13,16.00,,,HH13 Columbia Hydra Handle Brake Pin #6150,HH13,https://www.all-wall.com/HH13-Columbia-Hydra-Handle-Brake-Pin-6150,,,19.46,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN HH13 exactly matches DTB SKU HH13 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Brake Piston,HH14,HH14,17.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Brake Rod Bushing,MH8,MH8,8.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Brake Spring,HH12,HH12,5.00,,,HH12 Columbia Hydra Handle Brake Spring #6149,HH12,https://www.all-wall.com/HH12-Columbia-Hydra-Handle-Brake-Spring-6149,,,6.55,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN HH12 exactly matches DTB SKU HH12 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Brass Connector - 1,HH17A,HH17A,5.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Brass Connector - 2,HH17B,HH17B,5.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Cable,CT72,CT72,10.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Cable Drum,CT73,CT73,34.23,,,CT73 Columbia Taper Cable Drum #5846,CT73,https://www.all-wall.com/CT73-Columbia-Taper-Cable-Drum-5846,,,45.16,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CT73 exactly matches DTB SKU CT73 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Cam,BH26,BH26,21.95,,,BH26 Columbia Box Handle Cam for 180 Handle #11575,BH26,https://www.all-wall.com/BH26-Columbia-Box-Handle-Cam-for-180-Handle-11575,,,12.38,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN BH26 exactly matches DTB SKU BH26 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Cam Follower,BH7,BH7,15.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Cap,HH19,HH19,17.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Cap Reinforcing Tab,CT35,CT35,4.00,,,CT35 Columbia Taper Cap Reinforcing Tab #5608,CT35,https://www.all-wall.com/CT35-Columbia-Taper-Cap-Reinforcing-Tab-5608,,,4.58,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CT35 exactly matches DTB SKU CT35 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Carriage Guide Rod,CT55,CT55,12.00,,,CT55 Columbia Taper Carriage Guide Rod #5831,CT55,https://www.all-wall.com/Columbia-Carriage-Guide-Rod,,,15.06,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CT55 exactly matches DTB SKU CT55 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Carriage Guide Rod Stop,CT56,CT56,7.00,,,CT56 Columbia Taper Carriage Guide Rod Stop #5832,CT56,https://www.all-wall.com/CT56-Columbia-Taper-Carriage-Guide-Rod-Stop-5832,,,9.18,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CT56 exactly matches DTB SKU CT56 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Chain Tension & Guide Bracket,CT31,CT31,6.00,,,CT31 Columbia Taper Chain Tension & Guide Bracke #5604,CT31,https://www.all-wall.com/CT31-Columbia-Taper-Chain-Tension-Guide-Bracke-5604,,,8.23,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CT31 exactly matches DTB SKU CT31 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Clutch Dog,CT83,CT83,3.00,,,CT83 Columbia Taper Clutch Dog #5855,CT83,https://www.all-wall.com/CT83-Columbia-Taper-Clutch-Dog-5855,,,4.7,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CT83 exactly matches DTB SKU CT83 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Clutch Lever,CT82,CT82,19.75,,,CT82 Columbia Taper Clutch Lever #5854,CT82,https://www.all-wall.com/CT82-Columbia-Taper-Clutch-Lever-5854,,,30.12,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CT82 exactly matches DTB SKU CT82 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Clutch Release Rod,CT88,CT88,16.50,,,CT88 Columbia Taper Clutch Release Rod #5862,CT88,https://www.all-wall.com/CT88-Columbia-Taper-Clutch-Release-Rod-5862,,,18.1,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CT88 exactly matches DTB SKU CT88 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Clutch Release Shaft,CT85,CT85,40.00,,,CT85 Columbia Taper Clutch Release Shaft #5857,CT85,https://www.all-wall.com/CT85-Columbia-Taper-Clutch-Release-Shaft-5857,,,45.18,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CT85 exactly matches DTB SKU CT85 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Clutch Return Spring,CT81,CT81,3.00,,,CT81 Columbia Taper Clutch Return Spring #5853,CT81,https://www.all-wall.com/CT81-Columbia-Taper-Clutch-Return-Spring-5853,,,3.68,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CT81 exactly matches DTB SKU CT81 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Coiled Hydraulic Line,HH9,HH9,40.00,,,Columbia Coiled Hydraulic Hose for COL88,HH9,https://www.all-wall.com/Columbia-Coiled-Hydraulic-Hose-for-COL88,,,50.01,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN HH9 exactly matches DTB SKU HH9 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Collar O-Ring,HP44,HP44,2.00,,,HP44 Columbia Mud Pump Collar O-Ring #6153,HP44,https://www.all-wall.com/HP44-Columbia-Mud-Pump-Collar-O-Ring-6153,,,2.35,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN HP44 exactly matches DTB SKU HP44 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Angle Head Adapter,AHA,AHA,24.87,,24.87,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Columbia Closet Monster Handle,CMH,CMH,123.28,,113.56,"Columbia Closet Monster 18"" Handle",CMH,https://www.all-wall.com/Columbia-Closet-Monster-18-Handle,,,113.99,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,ABOVE_DTB_MAP,All-Wall displayed MPN CMH exactly matches DTB SKU CMH after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Columbia Corner Cobra,CC,CC,401.00,,367.71,Columbia Corner Cobra Specialty Drywall Trim Roller,CC,https://www.all-wall.com/Columbia-Corner-Cobra,,,368,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,ABOVE_DTB_MAP,All-Wall displayed MPN CC exactly matches DTB SKU CC after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Columbia Corner Roller,CR,CR,167.63,,167.63,Columbia Corner Roller Head,CR,https://www.all-wall.com/Columbia-Corner-Roller-Head,,,162.75,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,BELOW_DTB_MAP,All-Wall displayed MPN CR exactly matches DTB SKU CR after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,CT86 – Toe Kicker Cable,CT86,CT86,17.12,,,CT86 Columbia Taper Toe Kicker Cable #5858,CT86,https://www.all-wall.com/CT86-Columbia-Taper-Toe-Kicker-Cable-5858,,,22.6,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CT86 exactly matches DTB SKU CT86 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,"FA259 8-32 X 5/16"" Binder Slot",FA259,FA259 8,1.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,FA292 1/4-20 Nyloc Jam Nut,FA292,FA292 1/4,3.15,,,FA292 Columbia 1/4-20 Nyloc Jam Nut #6043,FA292,https://www.all-wall.com/FA292-Columbia-1-4-20-Nyloc-Jam-Nut-6043,,,1.93,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN FA292 exactly matches DTB SKU FA292 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,"Door - 2""",HNS4-2,HNS4-2,33.00,,,HNS42 Columbia Nail Spotter Door 2in #12522,"HNS42""",https://www.all-wall.com/HNS42-Columbia-Nail-Spotter-Door-2in-12522,,,37.32,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,"All-Wall displayed MPN HNS42"" exactly matches DTB SKU HNS4-2 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.",2026-09-17T01:42:21Z
Columbia Tools,"Door - 3""",HNS4-3,HNS4-3,33.00,,,HNS43 Columbia Nail Spotter Door 3in #12523,HNS43”,https://www.all-wall.com/HNS43-Columbia-Nail-Spotter-Door-3in-12523,,,37.32,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN HNS43” exactly matches DTB SKU HNS4-3 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,"FA311 1/4-28 X 1/2"" Socket Head",FA311,FA311 1/4,2.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,"FA315 10-32 X 3/8"" Flat Socket Head",FA315,FA315 10,2.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Columbia Predator Camlock Tube,PCLT42,PCLT42,368.05,,368.05,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,"Columbia Predator Compound Tube 42""",PCMT42,PCMT42,274.93,,274.93,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Columbia Predator Mud Pump,PHMP,PHMP,496.42,,496.42,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Columbia Semi Automatic Taper,SAT,SAT,244.50,,243.34,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Cone Ball,CFB5B,CFB5B,16.00,,,Columbia Mud Tube Auto-Tool Ball End,CFB5B,https://www.all-wall.com/Cone-ballend-nonColumbia-Heads,,,19.46,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CFB5B exactly matches DTB SKU CFB5B after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Connecting Link,CT132,CT132,2.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Connecting Link Fork,MH7,MH7,29.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Connecting Link Pin,MH5,MH5,5.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Connecting Rod,CT45,CT45,22.95,,,CT45 Columbia Taper Connecting Rod (Includes CT46 Stop) #5619,CT45,https://www.all-wall.com/CT45-Columbia-Taper-Connecting-Rod-Includes-CT46-Stop-5619,,,20.34,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CT45 exactly matches DTB SKU CT45 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Connecting Rod Housing,MH16,MH16,8.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Connecting Stud,CT112,CT112,11.00,,,CT112 Columbia Taper Connecting Stud #5970,CT112,https://www.all-wall.com/CT112-Columbia-Taper-Connecting-Stud-5970,,,12.64,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CT112 exactly matches DTB SKU CT112 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Connection Strap,CT104,CT104,18.95,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Crimper Lever,CT105,CT105,34.50,,,CT105 Columbia Taper Crimper Lever #5965,CT105,https://www.all-wall.com/CT105-Columbia-Taper-Crimper-Lever-5965,,,34.62,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CT105 exactly matches DTB SKU CT105 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
